Number of groups: 511
Flow 4: {1 86 0} 
Flow 55: {117 36 0} 
Flow 103: {104 82 0} 
Flow 140: {2 86 0} 
Flow 141: {11 14 0} 
Flow 210: {4 3 0} 
Flow 251: {104 103 0} 
Flow 353: {48 47 0} 
Flow 391: {91 249 0} 
Flow 397: {3 133 0} 
Flow 459: {16 15 0} 
Flow 474: {6 4 0} 
Flow 481: {47 205 0} 
Flow 494: {125 123 0} 
Flow 517: {92 250 0} 
Flow 570: {2 160 0} 
Flow 591: {27 185 0} 
Flow 697: {158 143 0} 
Flow 732: {9 8 0} 
Flow 776: {85 243 0} 
Flow 803: {94 95 0} 
Flow 836: {153 311 0} 
Flow 839: {9 10 0} 
Flow 843: {4 5 0} 
Flow 850: {13 171 0} 
Flow 872: {39 197 0} 
Flow 874: {42 200 0} 
Flow 924: {132 125 0} 
Flow 963: {10 87 0} 
Flow 969: {145 303 0} 
Flow 971: {122 145 0} 
Flow 976: {152 310 0} 
Flow 1125: {31 85 0} 
Flow 1140: {12 11 0} 
Flow 1144: {64 65 0} 
Flow 1248: {78 69 0} 
Flow 1309: {8 9 0} 
Flow 1319: {35 34 0} 
Flow 1343: {38 84 0} 
Flow 1394: {125 51 0} 
Flow 1425: {15 16 0} 
Flow 1431: {15 18 0} 
Flow 1462: {55 213 0} 
Flow 1470: {19 68 0} 
Flow 1669: {12 19 0} 
Flow 1673: {25 27 0} 
Flow 1687: {47 42 0} 
Flow 1751: {120 278 0} 
Flow 1761: {17 12 0} 
Flow 1790: {16 19 0} 
Flow 1804: {34 37 0} 
Flow 1809: {18 17 0} 
Flow 1813: {35 193 0} 
Flow 1819: {45 203 0} 
Flow 1822: {18 15 0} 
Flow 1831: {58 216 0} 
Flow 1892: {130 288 0} 
Flow 1928: {119 277 0} 
Flow 1953: {137 135 0} 
Flow 1975: {20 108 0} 
Flow 1977: {108 107 0} 
Flow 1978: {69 77 0} 
Flow 2085: {85 31 0} 
Flow 2138: {54 84 0} 
Flow 2165: {23 29 0} 
Flow 2201: {29 53 0} 
Flow 2235: {24 30 0} 
Flow 2250: {133 3 0} 
Flow 2294: {2 104 0} 
Flow 2309: {24 23 0} 
Flow 2371: {119 117 0} 
Flow 2415: {129 287 0} 
Flow 2424: {25 120 0} 
Flow 2546: {27 25 0} 
Flow 2566: {92 98 0} 
Flow 2601: {84 38 0} 
Flow 2655: {141 299 0} 
Flow 2713: {30 23 0} 
Flow 2755: {85 32 0} 
Flow 2785: {127 66 0} 
Flow 2788: {10 22 0} 
Flow 2789: {70 228 0} 
Flow 2860: {149 307 0} 
Flow 2867: {157 315 0} 
Flow 2921: {74 232 0} 
Flow 2922: {117 119 0} 
Flow 2957: {32 35 0} 
Flow 2963: {131 126 0} 
Flow 2981: {32 85 0} 
Flow 3071: {130 128 0} 
Flow 3126: {50 158 0} 
Flow 3192: {37 34 0} 
Flow 3230: {37 38 0} 
Flow 3231: {54 59 0} 
Flow 3317: {155 313 0} 
Flow 3413: {112 111 0} 
Flow 3445: {145 146 0} 
Flow 3452: {152 151 0} 
Flow 3483: {36 194 0} 
Flow 3487: {135 138 0} 
Flow 3493: {40 34 0} 
Flow 3508: {8 10 0} 
Flow 3509: {73 74 0} 
Flow 3554: {39 84 0} 
Flow 3580: {41 44 0} 
Flow 3618: {50 136 0} 
Flow 3635: {143 158 0} 
Flow 3637: {76 112 0} 
Flow 3640: {158 50 0} 
Flow 3642: {51 58 0} 
Flow 3645: {44 43 0} 
Flow 3658: {151 309 0} 
Flow 3682: {47 138 0} 
Flow 3740: {23 30 0} 
Flow 3740: {144 143 0} 
Flow 3775: {71 229 0} 
Flow 3838: {43 88 0} 
Flow 3838: {142 300 0} 
Flow 3850: {156 61 0} 
Flow 3855: {5 163 0} 
Flow 3875: {45 42 0} 
Flow 3889: {45 46 0} 
Flow 3902: {61 219 0} 
Flow 3923: {104 2 0} 
Flow 3926: {42 47 0} 
Flow 4007: {46 45 0} 
Flow 4030: {46 47 0} 
Flow 4074: {8 166 0} 
Flow 4145: {95 89 0} 
Flow 4161: {110 268 0} 
Flow 4173: {22 10 0} 
Flow 4204: {151 155 0} 
Flow 4209: {49 5 0} 
Flow 4220: {16 174 0} 
Flow 4242: {42 45 0} 
Flow 4282: {48 49 0} 
Flow 4292: {106 83 0} 
Flow 4315: {5 4 0} 
Flow 4333: {148 306 0} 
Flow 4381: {6 7 0} 
Flow 4422: {125 283 0} 
Flow 4463: {47 46 0} 
Flow 4468: {53 211 0} 
Flow 4580: {73 231 0} 
Flow 4668: {12 17 0} 
Flow 4668: {52 51 0} 
Flow 4736: {104 262 0} 
Flow 4765: {137 295 0} 
Flow 4820: {120 8 0} 
Flow 4821: {48 206 0} 
Flow 4851: {86 244 0} 
Flow 4859: {53 54 0} 
Flow 4875: {114 272 0} 
Flow 4931: {11 12 0} 
Flow 4936: {53 29 0} 
Flow 4957: {3 4 0} 
Flow 5016: {116 274 0} 
Flow 5060: {33 36 0} 
Flow 5099: {129 128 0} 
Flow 5117: {55 54 0} 
Flow 5186: {39 40 0} 
Flow 5205: {56 55 0} 
Flow 5208: {77 235 0} 
Flow 5225: {90 116 0} 
Flow 5242: {158 157 0} 
Flow 5285: {54 212 0} 
Flow 5343: {51 126 0} 
Flow 5361: {80 100 0} 
Flow 5365: {57 58 0} 
Flow 5433: {63 80 0} 
Flow 5451: {109 102 0} 
Flow 5525: {84 39 0} 
Flow 5541: {59 60 0} 
Flow 5564: {98 256 0} 
Flow 5586: {129 130 0} 
Flow 5624: {59 54 0} 
Flow 5659: {60 57 0} 
Flow 5713: {61 154 0} 
Flow 5717: {154 155 0} 
Flow 5750: {61 156 0} 
Flow 5766: {123 281 0} 
Flow 5775: {157 158 0} 
Flow 5799: {7 6 0} 
Flow 5860: {62 151 0} 
Flow 5875: {13 31 0} 
Flow 5891: {151 153 0} 
Flow 5892: {120 119 0} 
Flow 5911: {142 141 0} 
Flow 5934: {14 172 0} 
Flow 5936: {19 177 0} 
Flow 5949: {34 33 0} 
Flow 6011: {14 11 0} 
Flow 6025: {80 63 0} 
Flow 6036: {65 64 0} 
Flow 6038: {64 80 0} 
Flow 6059: {29 23 0} 
Flow 6069: {43 44 0} 
Flow 6078: {66 127 0} 
Flow 6082: {66 65 0} 
Flow 6125: {127 97 0} 
