Number of groups: 511
Flow 4: {1 86} 
Flow 55: {117 36} 
Flow 103: {104 82} 
Flow 140: {2 86} 
Flow 141: {11 14} 
Flow 210: {4 3} 
Flow 251: {104 103} 
Flow 353: {48 47} 
Flow 391: {91 249} 
Flow 397: {3 133} 
Flow 459: {16 15} 
Flow 474: {6 4} 
Flow 481: {47 205} 
Flow 494: {125 123} 
Flow 517: {92 250} 
Flow 570: {2 160} 
Flow 591: {27 185} 
Flow 697: {158 143} 
Flow 732: {9 8} 
Flow 776: {85 243} 
Flow 803: {94 95} 
Flow 836: {153 311} 
Flow 839: {9 10} 
Flow 843: {4 5} 
Flow 850: {13 171} 
Flow 872: {39 197} 
Flow 874: {42 200} 
Flow 924: {132 125} 
Flow 963: {10 87} 
Flow 969: {145 303} 
Flow 971: {122 145} 
Flow 976: {152 310} 
Flow 1125: {31 85} 
Flow 1140: {12 11} 
Flow 1144: {64 65} 
Flow 1248: {78 69} 
Flow 1309: {8 9} 
Flow 1319: {35 34} 
Flow 1343: {38 84} 
Flow 1394: {125 51} 
Flow 1425: {15 16} 
Flow 1431: {15 18} 
Flow 1462: {55 213} 
Flow 1470: {19 68} 
Flow 1669: {12 19} 
Flow 1673: {25 27} 
Flow 1687: {47 42} 
Flow 1751: {120 278} 
Flow 1761: {17 12} 
Flow 1790: {16 19} 
Flow 1804: {34 37} 
Flow 1809: {18 17} 
Flow 1813: {35 193} 
Flow 1819: {45 203} 
Flow 1822: {18 15} 
Flow 1831: {58 216} 
Flow 1892: {130 288} 
Flow 1928: {119 277} 
Flow 1953: {137 135} 
Flow 1975: {20 108} 
Flow 1977: {108 107} 
Flow 1978: {69 77} 
Flow 2085: {85 31} 
Flow 2138: {54 84} 
Flow 2165: {23 29} 
Flow 2201: {29 53} 
Flow 2235: {24 30} 
Flow 2250: {133 3} 
Flow 2294: {2 104} 
Flow 2309: {24 23} 
Flow 2371: {119 117} 
Flow 2415: {129 287} 
Flow 2424: {25 120} 
Flow 2546: {27 25} 
Flow 2566: {92 98} 
Flow 2601: {84 38} 
Flow 2655: {141 299} 
Flow 2713: {30 23} 
Flow 2755: {85 32} 
Flow 2785: {127 66} 
Flow 2788: {10 22} 
Flow 2789: {70 228} 
Flow 2860: {149 307} 
Flow 2867: {157 315} 
Flow 2921: {74 232} 
Flow 2922: {117 119} 
Flow 2957: {32 35} 
Flow 2963: {131 126} 
Flow 2981: {32 85} 
Flow 3071: {130 128} 
Flow 3126: {50 158} 
Flow 3192: {37 34} 
Flow 3230: {37 38} 
Flow 3231: {54 59} 
Flow 3317: {155 313} 
Flow 3413: {112 111} 
Flow 3445: {145 146} 
Flow 3452: {152 151} 
Flow 3483: {36 194} 
Flow 3487: {135 138} 
Flow 3493: {40 34} 
Flow 3508: {8 10} 
Flow 3509: {73 74} 
Flow 3554: {39 84} 
Flow 3580: {41 44} 
Flow 3618: {50 136} 
Flow 3635: {143 158} 
Flow 3637: {76 112} 
Flow 3640: {158 50} 
Flow 3642: {51 58} 
Flow 3645: {44 43} 
Flow 3658: {151 309} 
Flow 3682: {47 138} 
Flow 3740: {23 30} 
Flow 3740: {144 143} 
Flow 3775: {71 229} 
Flow 3838: {43 88} 
Flow 3838: {142 300} 
Flow 3850: {156 61} 
Flow 3855: {5 163} 
Flow 3875: {45 42} 
Flow 3889: {45 46} 
Flow 3902: {61 219} 
Flow 3923: {104 2} 
Flow 3926: {42 47} 
Flow 4007: {46 45} 
Flow 4030: {46 47} 
Flow 4074: {8 166} 
Flow 4145: {95 89} 
Flow 4161: {110 268} 
Flow 4173: {22 10} 
Flow 4204: {151 155} 
Flow 4209: {49 5} 
Flow 4220: {16 174} 
Flow 4242: {42 45} 
Flow 4282: {48 49} 
Flow 4292: {106 83} 
Flow 4315: {5 4} 
Flow 4333: {148 306} 
Flow 4381: {6 7} 
Flow 4422: {125 283} 
Flow 4463: {47 46} 
Flow 4468: {53 211} 
Flow 4580: {73 231} 
Flow 4668: {12 17} 
Flow 4668: {52 51} 
Flow 4736: {104 262} 
Flow 4765: {137 295} 
Flow 4820: {120 8} 
Flow 4821: {48 206} 
Flow 4851: {86 244} 
Flow 4859: {53 54} 
Flow 4875: {114 272} 
Flow 4931: {11 12} 
Flow 4936: {53 29} 
Flow 4957: {3 4} 
Flow 5016: {116 274} 
Flow 5060: {33 36} 
Flow 5099: {129 128} 
Flow 5117: {55 54} 
Flow 5186: {39 40} 
Flow 5205: {56 55} 
Flow 5208: {77 235} 
Flow 5225: {90 116} 
Flow 5242: {158 157} 
Flow 5285: {54 212} 
Flow 5343: {51 126} 
Flow 5361: {80 100} 
Flow 5365: {57 58} 
Flow 5433: {63 80} 
Flow 5451: {109 102} 
Flow 5525: {84 39} 
Flow 5541: {59 60} 
Flow 5564: {98 256} 
Flow 5586: {129 130} 
Flow 5624: {59 54} 
Flow 5659: {60 57} 
Flow 5713: {61 154} 
Flow 5717: {154 155} 
Flow 5750: {61 156} 
Flow 5766: {123 281} 
Flow 5775: {157 158} 
Flow 5799: {7 6} 
Flow 5860: {62 151} 
Flow 5875: {13 31} 
Flow 5891: {151 153} 
Flow 5892: {120 119} 
Flow 5911: {142 141} 
Flow 5934: {14 172} 
Flow 5936: {19 177} 
Flow 5949: {34 33} 
Flow 6011: {14 11} 
Flow 6025: {80 63} 
Flow 6036: {65 64} 
Flow 6038: {64 80} 
Flow 6059: {29 23} 
Flow 6069: {43 44} 
Flow 6078: {66 127} 
Flow 6082: {66 65} 
Flow 6125: {127 97} 
Flow 6143: {67 115} 
Flow 6160: {20 178} 
Flow 6162: {23 181} 
Flow 6245: {121 279} 
Flow 6263: {140 298} 
Flow 6311: {88 43} 
Flow 6366: {113 271} 
Flow 6379: {69 78} 
Flow 6387: {138 296} 
Flow 6410: {10 9} 
Flow 6439: {70 78} 
Flow 6441: {68 19} 
Flow 6459: {78 236} 
Flow 6466: {87 245} 
