Number of groups: 535
Flow 43: {142 134 0} 
Flow 55: {18 133 0} 
Flow 113: {1 15 0} 
Flow 170: {143 23 0} 
Flow 189: {104 19 0} 
Flow 220: {2 18 0} 
Flow 231: {84 233 0} 
Flow 239: {92 241 0} 
Flow 257: {92 110 0} 
Flow 262: {121 115 0} 
Flow 306: {17 11 0} 
Flow 321: {4 126 0} 
Flow 389: {3 4 0} 
Flow 446: {2 151 0} 
Flow 448: {97 96 0} 
Flow 480: {40 37 0} 
Flow 494: {51 200 0} 
Flow 599: {7 8 0} 
Flow 601: {10 159 0} 
Flow 644: {17 96 0} 
Flow 723: {132 281 0} 
Flow 777: {6 5 0} 
Flow 787: {12 99 0} 
Flow 799: {97 94 0} 
Flow 826: {62 34 0} 
Flow 841: {96 12 0} 
Flow 849: {95 93 0} 
Flow 855: {99 42 0} 
Flow 884: {5 17 0} 
Flow 980: {9 10 0} 
Flow 1103: {10 15 0} 
Flow 1113: {15 95 0} 
Flow 1130: {8 9 0} 
Flow 1249: {66 215 0} 
Flow 1479: {148 297 0} 
Flow 1493: {96 97 0} 
Flow 1527: {42 48 0} 
Flow 1614: {135 284 0} 
Flow 1619: {11 17 0} 
Flow 1630: {12 101 0} 
Flow 1654: {27 176 0} 
Flow 1693: {41 66 0} 
Flow 1693: {42 102 0} 
Flow 1697: {70 219 0} 
Flow 1706: {34 130 0} 
Flow 1804: {143 29 0} 
Flow 1836: {131 61 0} 
Flow 1917: {13 118 0} 
Flow 1935: {126 133 0} 
Flow 1998: {148 147 0} 
Flow 2030: {107 256 0} 
Flow 2035: {148 137 0} 
Flow 2065: {14 148 0} 
Flow 2162: {91 240 0} 
Flow 2196: {125 274 0} 
Flow 2256: {16 126 0} 
Flow 2270: {16 132 0} 
Flow 2411: {133 126 0} 
Flow 2428: {61 210 0} 
Flow 2574: {59 208 0} 
Flow 2767: {104 253 0} 
Flow 2834: {20 143 0} 
Flow 2845: {57 58 0} 
Flow 2997: {38 187 0} 
Flow 3127: {22 27 0} 
Flow 3133: {26 175 0} 
Flow 3200: {27 28 0} 
Flow 3247: {140 289 0} 
Flow 3304: {49 198 0} 
Flow 3312: {143 20 0} 
Flow 3373: {59 118 0} 
Flow 3396: {23 143 0} 
Flow 3407: {145 21 0} 
Flow 3413: {10 9 0} 
Flow 3441: {37 76 0} 
Flow 3476: {24 22 0} 
Flow 3498: {95 244 0} 
Flow 3529: {28 145 0} 
Flow 3706: {25 82 0} 
Flow 3743: {43 44 0} 
Flow 3766: {103 67 0} 
Flow 3804: {82 21 0} 
Flow 3806: {95 100 0} 
Flow 3833: {26 25 0} 
Flow 3837: {138 287 0} 
Flow 3871: {24 23 0} 
Flow 3904: {25 26 0} 
Flow 4004: {9 8 0} 
Flow 4059: {21 142 0} 
Flow 4128: {133 282 0} 
Flow 4151: {95 15 0} 
Flow 4171: {23 24 0} 
Flow 4228: {131 85 0} 
Flow 4334: {140 145 0} 
Flow 4445: {65 41 0} 
Flow 4461: {127 128 0} 
Flow 4480: {127 65 0} 
Flow 4482: {31 127 0} 
Flow 4492: {53 202 0} 
Flow 4508: {131 69 0} 
Flow 4565: {126 275 0} 
Flow 4629: {32 63 0} 
Flow 4630: {32 73 0} 
Flow 4730: {145 140 0} 
Flow 4760: {80 82 0} 
Flow 4763: {25 28 0} 
Flow 4785: {33 130 0} 
Flow 4811: {71 40 0} 
Flow 4933: {50 199 0} 
Flow 4936: {87 80 0} 
Flow 4957: {74 223 0} 
Flow 4995: {112 261 0} 
Flow 5005: {122 271 0} 
Flow 5045: {124 125 0} 
Flow 5050: {35 73 0} 
Flow 5143: {91 112 0} 
Flow 5147: {124 132 0} 
Flow 5200: {58 57 0} 
Flow 5243: {36 74 0} 
Flow 5297: {80 81 0} 
Flow 5333: {5 154 0} 
Flow 5419: {93 92 0} 
Flow 5455: {128 277 0} 
Flow 5464: {113 136 0} 
Flow 5468: {145 141 0} 
Flow 5497: {38 76 0} 
Flow 5505: {37 40 0} 
Flow 5530: {40 71 0} 
Flow 5540: {65 214 0} 
Flow 5541: {77 39 0} 
Flow 5553: {38 123 0} 
Flow 5767: {54 53 0} 
Flow 5797: {21 82 0} 
Flow 5859: {88 237 0} 
Flow 5874: {71 78 0} 
Flow 6024: {105 254 0} 
Flow 6070: {19 104 0} 
Flow 6075: {5 6 0} 
Flow 6126: {143 59 0} 
Flow 6164: {97 246 0} 
Flow 6165: {98 247 0} 
Flow 6232: {132 16 0} 
Flow 6250: {134 21 0} 
Flow 6252: {36 185 0} 
Flow 6330: {115 264 0} 
Flow 6361: {43 149 0} 
Flow 6371: {134 142 0} 
Flow 6396: {44 43 0} 
Flow 6428: {3 129 0} 
Flow 6464: {101 250 0} 
Flow 6476: {44 138 0} 
Flow 6656: {145 294 0} 
Flow 6719: {129 3 0} 
Flow 6746: {130 87 0} 
Flow 6749: {63 62 0} 
Flow 6863: {56 205 0} 
Flow 6903: {47 11 0} 
Flow 6916: {42 106 0} 
Flow 6920: {95 18 0} 
Flow 6920: {113 262 0} 
Flow 6927: {121 120 0} 
Flow 6965: {48 42 0} 
Flow 7016: {132 131 0} 
Flow 7083: {42 45 0} 
Flow 7089: {134 283 0} 
Flow 7103: {45 46 0} 
Flow 7128: {27 22 0} 
Flow 7152: {49 45 0} 
Flow 7222: {49 46 0} 
Flow 7282: {30 179 0} 
Flow 7288: {73 35 0} 
Flow 7453: {54 203 0} 
Flow 7509: {110 259 0} 
Flow 7596: {48 197 0} 
Flow 7598: {52 141 0} 
Flow 7611: {41 64 0} 
Flow 7615: {68 217 0} 
Flow 7666: {119 268 0} 
Flow 7667: {131 121 0} 
Flow 7968: {59 143 0} 
Flow 7979: {136 285 0} 
Flow 7986: {54 59 0} 
Flow 8033: {55 29 0} 
Flow 8061: {29 143 0} 
Flow 8184: {141 139 0} 
Flow 8233: {94 243 0} 
Flow 8249: {143 30 0} 
Flow 8257: {56 53 0} 
Flow 8271: {56 55 0} 
Flow 8296: {133 18 0} 
Flow 8346: {57 60 0} 
Flow 8349: {62 211 0} 
Flow 8361: {26 90 0} 
Flow 8441: {51 26 0} 
Flow 8502: {67 216 0} 
Flow 8507: {90 89 0} 
Flow 8562: {58 51 0} 
Flow 8565: {89 72 0} 
Flow 8619: {30 140 0} 
Flow 8619: {35 184 0} 
Flow 8654: {71 220 0} 
Flow 8697: {121 114 0} 
Flow 8710: {128 127 0} 
Flow 8737: {17 5 0} 
Flow 8819: {30 52 0} 
Flow 8872: {60 20 0} 
Flow 9027: {61 131 0} 
Flow 9182: {7 6 0} 
Flow 9198: {145 28 0} 
Flow 9278: {68 103 0} 
Flow 9316: {63 132 0} 
Flow 9388: {64 41 0} 
Flow 9439: {41 67 0} 
Flow 9488: {126 16 0} 
Flow 9602: {131 280 0} 
Flow 9613: {128 50 0} 
Flow 9625: {12 96 0} 
Flow 9637: {66 41 0} 
Flow 9678: {51 58 0} 
Flow 9678: {65 127 0} 
Flow 9698: {66 65 0} 
Flow 9723: {103 102 0} 
Flow 9762: {143 292 0} 
Flow 9778: {102 42 0} 
Flow 9794: {50 129 0} 
Flow 9797: {41 65 0} 
Flow 10008: {108 111 0} 
Flow 10052: {136 137 0} 
Flow 10096: {63 32 0} 
Flow 10127: {131 62 0} 
Flow 10147: {69 84 0} 
Flow 10198: {142 135 0} 
Flow 10207: {69 131 0} 
Flow 10233: {132 125 0} 
Flow 10234: {22 171 0} 
Flow 10263: {130 72 0} 
Flow 10317: {108 109 0} 
Flow 10341: {70 131 0} 
Flow 10348: {88 113 0} 
Flow 10366: {6 155 0} 
Flow 10371: {94 97 0} 
Flow 10373: {13 162 0} 
Flow 10384: {21 145 0} 
Flow 10424: {71 126 0} 
Flow 10445: {130 79 0} 
Flow 10570: {130 34 0} 
Flow 10609: {72 130 0} 
Flow 10635: {4 3 0} 
Flow 10650: {90 26 0} 
Flow 10730: {75 224 0} 
Flow 10737: {82 231 0} 
Flow 10741: {73 32 0} 
Flow 10744: {89 238 0} 
Flow 10784: {73 124 0} 
Flow 10848: {134 149 0} 
Flow 10856: {74 35 0} 
Flow 10880: {78 39 0} 
Flow 10883: {36 33 0} 
Flow 10953: {15 1 0} 
Flow 10954: {75 113 0} 
Flow 10961: {15 10 0} 
Flow 11005: {118 59 0} 
Flow 11015: {63 212 0} 
Flow 11021: {69 218 0} 
Flow 11098: {75 146 0} 
Flow 11155: {55 204 0} 
Flow 11197: {76 37 0} 
Flow 11216: {117 266 0} 
Flow 11330: {82 83 0} 
Flow 11396: {149 298 0} 
Flow 11448: {52 201 0} 
Flow 11493: {18 95 0} 
Flow 11554: {79 130 0} 
Flow 11580: {130 33 0} 
Flow 11655: {86 83 0} 
Flow 11666: {77 123 0} 
Flow 11689: {83 82 0} 
Flow 11699: {8 7 0} 
Flow 11712: {81 21 0} 
Flow 11716: {22 24 0} 
Flow 11733: {126 4 0} 
Flow 11794: {122 111 0} 
Flow 11996: {125 132 0} 
Flow 12002: {148 14 0} 
Flow 12067: {86 79 0} 
Flow 12074: {80 87 0} 
Flow 12083: {95 94 0} 
Flow 12086: {45 42 0} 
Flow 12086: {99 248 0} 
Flow 12170: {83 86 0} 
Flow 12216: {82 80 0} 
Flow 12234: {142 125 0} 
Flow 12302: {18 167 0} 
Flow 12360: {76 225 0} 
Flow 12368: {84 85 0} 
Flow 12415: {84 131 0} 
Flow 12488: {29 55 0} 
Flow 12501: {84 69 0} 
Flow 12516: {85 84 0} 
Flow 12532: {131 132 0} 
Flow 12578: {85 131 0} 
Flow 12613: {33 182 0} 
Flow 12701: {116 117 0} 
Flow 12726: {88 146 0} 
Flow 12732: {34 62 0} 
Flow 12794: {65 66 0} 
Flow 12851: {124 273 0} 
Flow 12932: {88 118 0} 
Flow 13022: {147 296 0} 
Flow 13115: {117 122 0} 
Flow 13118: {62 131 0} 
Flow 13173: {1 150 0} 
Flow 13186: {14 163 0} 
Flow 13244: {72 221 0} 
Flow 13278: {100 104 0} 
Flow 13287: {131 115 0} 
Flow 13332: {12 161 0} 
Flow 13373: {52 118 0} 
Flow 13422: {102 103 0} 
Flow 13435: {116 265 0} 
Flow 13465: {113 146 0} 
Flow 13569: {108 68 0} 
Flow 13589: {110 111 0} 
Flow 13665: {19 42 0} 
Flow 13676: {20 60 0} 
Flow 13689: {73 222 0} 
Flow 13731: {117 116 0} 
Flow 13750: {93 95 0} 
Flow 13778: {146 147 0} 
Flow 13795: {31 180 0} 
Flow 13871: {108 257 0} 
Flow 13907: {53 144 0} 
Flow 13925: {118 13 0} 
Flow 13977: {67 41 0} 
Flow 13997: {85 234 0} 
Flow 14041: {130 279 0} 
Flow 14084: {94 95 0} 
Flow 14088: {28 177 0} 
Flow 14180: {121 270 0} 
Flow 14189: {132 63 0} 
Flow 14305: {101 98 0} 
Flow 14353: {52 88 0} 
Flow 14398: {98 104 0} 
Flow 14408: {98 101 0} 
Flow 14474: {71 119 0} 
Flow 14480: {101 94 0} 
Flow 14511: {6 7 0} 
Flow 14604: {99 12 0} 
Flow 14613: {111 110 0} 
Flow 14624: {71 121 0} 
Flow 14688: {74 36 0} 
Flow 14771: {120 269 0} 
Flow 14799: {147 148 0} 
Flow 14841: {101 12 0} 
Flow 14879: {79 228 0} 
Flow 15076: {129 278 0} 
Flow 15114: {104 100 0} 
Flow 15133: {68 108 0} 
Flow 15184: {103 68 0} 
Flow 15196: {100 249 0} 
Flow 15230: {122 117 0} 
Flow 15342: {104 98 0} 
Flow 15387: {144 293 0} 
Flow 15430: {123 38 0} 
Flow 15464: {46 129 0} 
Flow 15472: {80 229 0} 
Flow 15485: {42 19 0} 
Flow 15528: {105 42 0} 
Flow 15582: {42 191 0} 
Flow 15587: {47 196 0} 
Flow 15589: {45 49 0} 
Flow 15727: {106 109 0} 
Flow 15797: {107 42 0} 
Flow 15828: {107 104 0} 
Flow 15832: {100 95 0} 
Flow 15859: {23 172 0} 
Flow 15860: {24 173 0} 
Flow 15867: {127 31 0} 
Flow 15868: {32 181 0} 
Flow 15880: {44 193 0} 
Flow 15910: {132 124 0} 
Flow 15920: {131 84 0} 
Flow 15949: {114 263 0} 
Flow 16005: {142 21 0} 
Flow 16009: {25 174 0} 
Flow 16036: {109 108 0} 
Flow 16041: {82 25 0} 
Flow 16073: {114 121 0} 
Flow 16121: {111 122 0} 
Flow 16125: {126 132 0} 
Flow 16182: {109 106 0} 
Flow 16222: {89 90 0} 
Flow 16235: {103 252 0} 
Flow 16270: {92 93 0} 
Flow 16288: {110 92 0} 
Flow 16291: {11 160 0} 
Flow 16297: {106 42 0} 
Flow 16327: {11 47 0} 
Flow 16350: {131 70 0} 
Flow 16352: {117 114 0} 
Flow 16355: {113 75 0} 
Flow 16363: {83 232 0} 
Flow 16378: {111 108 0} 
Flow 16444: {112 91 0} 
Flow 16454: {91 141 0} 
Flow 16457: {29 178 0} 
Flow 16460: {124 73 0} 
Flow 16465: {126 71 0} 
Flow 16496: {78 117 0} 
Flow 16526: {94 101 0} 
Flow 16575: {112 113 0} 
Flow 16619: {145 149 0} 
Flow 16666: {28 25 0} 
Flow 16683: {113 88 0} 
Flow 16721: {146 295 0} 
Flow 16726: {18 2 0} 
Flow 16766: {114 117 0} 
Flow 16883: {115 121 0} 
Flow 16978: {106 255 0} 
Flow 16989: {115 131 0} 
Flow 17035: {116 115 0} 
Flow 17041: {21 170 0} 
Flow 17161: {142 291 0} 
Flow 17163: {59 54 0} 
Flow 17217: {46 49 0} 
Flow 17290: {117 78 0} 
Flow 17308: {141 290 0} 
Flow 17319: {3 152 0} 
Flow 17349: {81 80 0} 
Flow 17381: {118 52 0} 
Flow 17393: {77 226 0} 
Flow 17445: {21 81 0} 
Flow 17472: {8 157 0} 
Flow 17502: {76 38 0} 
Flow 17583: {119 120 0} 
Flow 17628: {119 71 0} 
Flow 17631: {19 168 0} 
Flow 17652: {120 119 0} 
Flow 17693: {120 121 0} 
Flow 17806: {46 195 0} 
Flow 17808: {121 71 0} 
Flow 17817: {57 206 0} 
Flow 17902: {121 131 0} 
Flow 18015: {42 107 0} 
Flow 18019: {111 260 0} 
Flow 18045: {139 138 0} 
Flow 18102: {39 78 0} 
Flow 18108: {123 77 0} 
Flow 18191: {78 71 0} 
Flow 18237: {35 74 0} 
Flow 18247: {43 192 0} 
Flow 18330: {127 276 0} 
Flow 18361: {9 158 0} 
Flow 18516: {16 165 0} 
Flow 18555: {30 143 0} 
Flow 18578: {78 227 0} 
Flow 18642: {140 30 0} 
Flow 18652: {4 153 0} 
Flow 18669: {125 142 0} 
Flow 18741: {93 242 0} 
Flow 18745: {67 103 0} 
Flow 18820: {28 27 0} 
Flow 18959: {15 164 0} 
Flow 19082: {139 288 0} 
Flow 19152: {60 209 0} 
Flow 19194: {102 251 0} 
Flow 19266: {72 89 0} 
Flow 19303: {62 63 0} 
Flow 19305: {50 128 0} 
Flow 19356: {115 116 0} 
Flow 19474: {79 86 0} 
Flow 19474: {86 235 0} 
Flow 19497: {109 258 0} 
Flow 19543: {7 156 0} 
Flow 19573: {37 186 0} 
Flow 19626: {90 239 0} 
Flow 19659: {123 272 0} 
Flow 19843: {132 126 0} 
Flow 19890: {58 207 0} 
Flow 19919: {87 236 0} 
Flow 19928: {96 245 0} 
Flow 19945: {135 21 0} 
Flow 19964: {135 142 0} 
Flow 19968: {141 52 0} 
Flow 20029: {136 113 0} 
Flow 20142: {137 148 0} 
Flow 20219: {113 112 0} 
Flow 20222: {137 136 0} 
Flow 20274: {136 147 0} 
Flow 20278: {138 44 0} 
Flow 20334: {26 51 0} 
Flow 20340: {64 213 0} 
Flow 20375: {42 99 0} 
Flow 20383: {104 107 0} 
Flow 20388: {138 139 0} 
Flow 20501: {39 77 0} 
Flow 20504: {139 141 0} 
Flow 20505: {81 230 0} 
Flow 20561: {137 286 0} 
Flow 20589: {17 166 0} 
Flow 20613: {41 190 0} 
Flow 20644: {87 130 0} 
Flow 20707: {21 135 0} 
Flow 20731: {96 17 0} 
Flow 20904: {125 124 0} 
Flow 20934: {129 50 0} 
Flow 20973: {42 105 0} 
Flow 21107: {141 91 0} 
Flow 21180: {53 54 0} 
Flow 21193: {53 56 0} 
Flow 21212: {129 46 0} 
Flow 21266: {144 53 0} 
Flow 21277: {118 88 0} 
Flow 21346: {34 183 0} 
Flow 21351: {39 188 0} 
Flow 21352: {40 189 0} 
Flow 21368: {55 56 0} 
Flow 21496: {33 36 0} 
Flow 21518: {60 57 0} 
Flow 21528: {141 145 0} 
Flow 21535: {146 75 0} 
Flow 21594: {21 134 0} 
Flow 21596: {146 113 0} 
Flow 21628: {20 169 0} 
Flow 21653: {45 194 0} 
Flow 21680: {146 88 0} 
Flow 21711: {46 45 0} 
Flow 21726: {118 267 0} 
Flow 21744: {147 136 0} 
Flow 21778: {52 30 0} 
Flow 21786: {147 146 0} 
Flow 21805: {88 52 0} 
Flow 21933: {149 145 0} 
Flow 21948: {149 43 0} 
Flow 21986: {149 134 0} 
Time taken running everything: 631 seconds
