Number of groups: 488
Flow 3: {1 15 0} 
Flow 4: {62 34 0} 
Flow 10: {2 18 0} 
Flow 37: {124 73 0} 
Flow 38: {71 40 0} 
Flow 79: {5 17 0} 
Flow 83: {6 5 0} 
Flow 87: {7 6 0} 
Flow 89: {8 9 0} 
Flow 102: {7 8 0} 
Flow 104: {9 10 0} 
Flow 105: {10 15 0} 
Flow 106: {15 95 0} 
Flow 125: {67 41 0} 
Flow 137: {96 97 0} 
Flow 147: {12 101 0} 
Flow 155: {101 94 0} 
Flow 174: {63 62 0} 
Flow 176: {35 74 0} 
Flow 193: {101 98 0} 
Flow 196: {98 104 0} 
Flow 201: {108 111 0} 
Flow 204: {12 99 0} 
Flow 229: {13 118 0} 
Flow 232: {52 141 0} 
Flow 239: {14 148 0} 
Flow 239: {148 147 0} 
Flow 252: {20 169 0} 
Flow 261: {35 184 0} 
Flow 265: {42 102 0} 
Flow 265: {103 67 0} 
Flow 274: {19 42 0} 
Flow 332: {16 126 0} 
Flow 333: {95 94 0} 
Flow 337: {26 175 0} 
Flow 351: {72 89 0} 
Flow 368: {16 132 0} 
Flow 376: {71 121 0} 
Flow 380: {17 96 0} 
Flow 393: {24 173 0} 
Flow 403: {100 104 0} 
Flow 411: {76 225 0} 
Flow 414: {81 80 0} 
Flow 430: {92 110 0} 
Flow 441: {129 278 0} 
Flow 481: {16 165 0} 
Flow 485: {60 57 0} 
Flow 501: {30 140 0} 
Flow 501: {86 79 0} 
Flow 504: {51 26 0} 
Flow 518: {20 143 0} 
Flow 521: {58 51 0} 
Flow 545: {145 28 0} 
Flow 554: {73 32 0} 
Flow 569: {59 54 0} 
Flow 575: {127 65 0} 
Flow 588: {82 231 0} 
Flow 599: {96 245 0} 
Flow 613: {113 262 0} 
Flow 632: {136 137 0} 
Flow 646: {28 145 0} 
Flow 659: {23 143 0} 
Flow 673: {143 30 0} 
Flow 676: {24 23 0} 
Flow 679: {22 27 0} 
Flow 685: {27 28 0} 
Flow 691: {18 95 0} 
Flow 731: {21 142 0} 
Flow 737: {107 256 0} 
Flow 741: {141 91 0} 
Flow 749: {126 275 0} 
Flow 752: {87 130 0} 
Flow 769: {101 12 0} 
Flow 775: {103 252 0} 
Flow 825: {82 83 0} 
Flow 839: {98 247 0} 
Flow 848: {113 112 0} 
Flow 849: {30 52 0} 
Flow 872: {145 149 0} 
Flow 874: {31 127 0} 
Flow 899: {143 59 0} 
Flow 903: {78 227 0} 
Flow 909: {116 117 0} 
Flow 919: {87 80 0} 
Flow 919: {141 290 0} 
Flow 926: {74 35 0} 
Flow 928: {124 132 0} 
Flow 932: {80 82 0} 
Flow 940: {36 33 0} 
Flow 940: {80 81 0} 
Flow 941: {62 211 0} 
Flow 950: {104 107 0} 
Flow 951: {131 115 0} 
Flow 954: {33 130 0} 
Flow 960: {134 283 0} 
Flow 961: {130 87 0} 
Flow 985: {38 123 0} 
Flow 985: {123 77 0} 
Flow 985: {77 39 0} 
Flow 987: {38 76 0} 
Flow 988: {37 40 0} 
Flow 1006: {82 25 0} 
Flow 1007: {76 38 0} 
Flow 1040: {17 5 0} 
Flow 1040: {102 42 0} 
Flow 1043: {99 12 0} 
Flow 1045: {148 14 0} 
Flow 1047: {127 128 0} 
Flow 1048: {104 100 0} 
Flow 1052: {23 172 0} 
Flow 1052: {140 30 0} 
Flow 1059: {130 33 0} 
Flow 1067: {42 48 0} 
Flow 1067: {48 197 0} 
Flow 1078: {132 124 0} 
Flow 1085: {126 132 0} 
Flow 1087: {84 233 0} 
Flow 1097: {42 19 0} 
Flow 1107: {52 88 0} 
Flow 1108: {114 263 0} 
Flow 1110: {52 118 0} 
Flow 1114: {122 271 0} 
Flow 1123: {129 3 0} 
Flow 1127: {140 289 0} 
Flow 1129: {142 291 0} 
Flow 1135: {15 1 0} 
Flow 1135: {1 150 0} 
Flow 1136: {18 2 0} 
Flow 1136: {2 151 0} 
Flow 1137: {3 152 0} 
Flow 1144: {13 162 0} 
Flow 1145: {14 163 0} 
Flow 1148: {17 166 0} 
Flow 1158: {28 177 0} 
Flow 1161: {127 31 0} 
Flow 1161: {31 180 0} 
Flow 1162: {32 181 0} 
Flow 1163: {132 63 0} 
Flow 1164: {34 183 0} 
Flow 1167: {37 186 0} 
Flow 1172: {45 46 0} 
Flow 1174: {46 195 0} 
Flow 1176: {46 129 0} 
