Number of groups: 487
Flow 49: {86 8} 
Flow 66: {2 86} 
Flow 96: {2 104} 
Flow 97: {4 6} 
Flow 192: {110 107} 
Flow 218: {13 171} 
Flow 247: {55 56} 
Flow 255: {25 27} 
Flow 255: {92 67} 
Flow 295: {132 125} 
Flow 313: {10 87} 
Flow 327: {23 30} 
Flow 330: {9 8} 
Flow 349: {9 10} 
Flow 494: {79 63} 
Flow 496: {101 119} 
Flow 520: {101 259} 
Flow 520: {109 102} 
Flow 583: {12 19} 
Flow 612: {102 101} 
Flow 680: {73 75} 
Flow 694: {19 68} 
Flow 794: {71 72} 
Flow 841: {141 142} 
Flow 849: {68 107} 
Flow 860: {15 18} 
Flow 860: {18 17} 
Flow 866: {29 23} 
Flow 898: {16 19} 
Flow 951: {84 242} 
Flow 954: {92 91} 
Flow 966: {17 12} 
Flow 967: {12 11} 
Flow 974: {15 16} 
Flow 983: {108 105} 
Flow 990: {18 15} 
Flow 996: {87 134} 
Flow 997: {8 86} 
Flow 1025: {44 41} 
Flow 1067: {106 264} 
Flow 1119: {85 32} 
Flow 1196: {20 108} 
Flow 1201: {4 162} 
Flow 1208: {19 16} 
Flow 1215: {53 29} 
Flow 1247: {27 98} 
Flow 1276: {50 158} 
Flow 1315: {84 38} 
Flow 1357: {53 54} 
Flow 1363: {23 29} 
Flow 1393: {24 30} 
Flow 1407: {24 23} 
Flow 1418: {37 34} 
Flow 1423: {87 245} 
Flow 1456: {78 152} 
Flow 1540: {22 21} 
Flow 1580: {62 156} 
Flow 1615: {97 127} 
Flow 1644: {36 33} 
Flow 1660: {28 25} 
Flow 1664: {29 53} 
Flow 1702: {91 249} 
Flow 1724: {150 308} 
Flow 1769: {32 35} 
Flow 1792: {58 124} 
Flow 1795: {32 85} 
Flow 1797: {130 288} 
Flow 1830: {37 195} 
Flow 1832: {34 40} 
Flow 1895: {98 26} 
Flow 1914: {8 10} 
Flow 1920: {56 214} 
Flow 1927: {35 85} 
Flow 1941: {130 128} 
Flow 1952: {34 33} 
Flow 1957: {119 101} 
Flow 1958: {110 83} 
Flow 1963: {120 8} 
Flow 1985: {140 298} 
Flow 1996: {36 117} 
Flow 2096: {135 138} 
Flow 2122: {117 119} 
Flow 2180: {39 40} 
Flow 2246: {33 191} 
Flow 2248: {35 193} 
Flow 2256: {40 34} 
Flow 2259: {39 84} 
Flow 2260: {58 216} 
Flow 2274: {83 241} 
Flow 2309: {144 302} 
Flow 2317: {41 44} 
Flow 2337: {33 34} 
Flow 2355: {87 81} 
Flow 2424: {75 233} 
Flow 2435: {158 7} 
Flow 2466: {155 313} 
Flow 2473: {50 136} 
Flow 2484: {44 43} 
Flow 2488: {32 190} 
Flow 2488: {144 143} 
Flow 2497: {43 88} 
Flow 2497: {47 42} 
Flow 2498: {42 45} 
Flow 2499: {143 158} 
Flow 2509: {62 220} 
Flow 2525: {4 3} 
Flow 2527: {88 144} 
Flow 2528: {85 243} 
Flow 2534: {158 50} 
Flow 2540: {104 103} 
Flow 2549: {31 132} 
Flow 2586: {54 53} 
Flow 2618: {107 109} 
Flow 2620: {47 138} 
Flow 2623: {45 42} 
Flow 2637: {42 47} 
Flow 2637: {51 52} 
Flow 2643: {46 47} 
Flow 2674: {136 78} 
Flow 2676: {42 200} 
Flow 2697: {69 77} 
Flow 2712: {138 135} 
Flow 2755: {133 134} 
Flow 2765: {87 10} 
Flow 2786: {48 49} 
Flow 2803: {5 4} 
Flow 2858: {158 157} 
Flow 2864: {48 47} 
Flow 2871: {134 104} 
Flow 2873: {49 5} 
Flow 2895: {3 133} 
Flow 2975: {79 121} 
Flow 2990: {128 79} 
Flow 2999: {3 4} 
Flow 3009: {17 18} 
Flow 3015: {28 186} 
Flow 3023: {36 194} 
Flow 3102: {139 297} 
Flow 3104: {107 110} 
Flow 3109: {100 122} 
Flow 3110: {145 146} 
Flow 3117: {156 314} 
Flow 3123: {52 51} 
Flow 3128: {34 192} 
Flow 3148: {125 283} 
Flow 3189: {45 203} 
Flow 3252: {143 301} 
Flow 3267: {34 35} 
Flow 3284: {50 208} 
Flow 3285: {60 57} 
Flow 3289: {73 231} 
Flow 3296: {54 84} 
Flow 3301: {118 92} 
Flow 3313: {124 282} 
Flow 3361: {57 58} 
Flow 3372: {101 102} 
Flow 3380: {58 129} 
Flow 3380: {128 286} 
Flow 3394: {55 54} 
Flow 3397: {25 183} 
Flow 3400: {56 55} 
Flow 3459: {51 125} 
Flow 3460: {72 230} 
Flow 3497: {129 128} 
Flow 3499: {129 287} 
Flow 3513: {152 151} 
Flow 3514: {152 310} 
Flow 3535: {38 37} 
Flow 3559: {63 221} 
Flow 3563: {71 229} 
Flow 3569: {59 54} 
Flow 3603: {129 130} 
Flow 3609: {140 141} 
Flow 3668: {73 74} 
Flow 3681: {88 246} 
Flow 3715: {147 305} 
Flow 3735: {22 10} 
Flow 3775: {61 154} 
Flow 3783: {111 114} 
Flow 3798: {7 6} 
Flow 3798: {156 157} 
Flow 3828: {21 22} 
Flow 3831: {35 32} 
Flow 3875: {93 94} 
Flow 3898: {133 291} 
Flow 3900: {136 294} 
Flow 3908: {151 152} 
Flow 3935: {39 197} 
Flow 3959: {79 128} 
Flow 3986: {139 140} 
Flow 3991: {151 309} 
Flow 4027: {11 19} 
Flow 4039: {64 65} 
Flow 4043: {63 79} 
Flow 4054: {58 57} 
Flow 4087: {64 80} 
Flow 4098: {154 312} 
Flow 4109: {85 31} 
Flow 4111: {102 109} 
Flow 4135: {59 217} 
Flow 4152: {67 92} 
Flow 4159: {109 107} 
Flow 4166: {67 115} 
Flow 4168: {115 118} 
Flow 4202: {85 35} 
Flow 4213: {19 11} 
Flow 4223: {14 13} 
Flow 4251: {114 113} 
Flow 4272: {158 143} 
Flow 4307: {136 137} 
Flow 4322: {125 123} 
Flow 4339: {76 112} 
Flow 4413: {70 78} 
Flow 4413: {77 235} 
Flow 4415: {71 70} 
Flow 4433: {93 76} 
Flow 4438: {120 278} 
Flow 4468: {14 172} 
Flow 4512: {74 73} 
Flow 4547: {38 196} 
Flow 4554: {73 77} 
Flow 4555: {53 211} 
Flow 4566: {75 74} 
Flow 4585: {75 73} 
Flow 4656: {10 8} 
Flow 4670: {108 266} 
Flow 4716: {57 215} 
Flow 4738: {77 69} 
Flow 4799: {70 228} 
Flow 4869: {13 14} 
Flow 4887: {84 39} 
Flow 4891: {46 204} 
Flow 4902: {60 218} 
Flow 4906: {80 64} 
Flow 4913: {74 232} 
Flow 4936: {105 263} 
Flow 4951: {51 126} 
Flow 4963: {142 300} 
Flow 4964: {125 132} 
Flow 4969: {149 307} 
Flow 4981: {81 87} 
Flow 4994: {120 25} 
Flow 5020: {13 31} 
Flow 5037: {82 104} 
Flow 5048: {81 82} 
Flow 5134: {20 19} 
Flow 5135: {83 105} 
Flow 5144: {6 164} 
Flow 5169: {21 78} 
Flow 5174: {10 22} 
Flow 5177: {54 55} 
Flow 5207: {94 95} 
Flow 5235: {141 299} 
Flow 5246: {33 36} 
Flow 5270: {35 34} 
Flow 5313: {40 198} 
