Number of groups: 501
Flow 66: {9 6} 
Flow 71: {72 96} 
Flow 143: {2 92} 
Flow 197: {6 7} 
Flow 220: {19 16} 
Flow 226: {4 50} 
Flow 247: {131 130} 
Flow 262: {7 8} 
Flow 320: {59 54} 
Flow 340: {5 6} 
Flow 354: {142 287} 
Flow 355: {9 1} 
Flow 362: {10 155} 
Flow 370: {1 11} 
Flow 386: {37 40} 
Flow 387: {42 187} 
Flow 398: {10 19} 
Flow 446: {104 249} 
Flow 463: {3 4} 
Flow 480: {50 49} 
Flow 484: {120 121} 
Flow 507: {54 53} 
Flow 594: {8 10} 
Flow 605: {96 88} 
Flow 716: {14 13} 
Flow 723: {6 3} 
Flow 738: {61 62} 
Flow 774: {109 254} 
Flow 816: {12 18} 
Flow 823: {6 9} 
Flow 862: {121 74} 
Flow 873: {86 231} 
Flow 879: {93 238} 
Flow 921: {10 20} 
Flow 979: {56 75} 
Flow 1013: {135 131} 
Flow 1050: {32 35} 
Flow 1052: {21 166} 
Flow 1145: {96 89} 
Flow 1156: {139 138} 
Flow 1233: {91 90} 
Flow 1247: {12 32} 
Flow 1259: {61 70} 
Flow 1261: {121 266} 
Flow 1263: {14 11} 
Flow 1280: {31 13} 
Flow 1297: {58 82} 
Flow 1324: {63 208} 
Flow 1342: {69 70} 
Flow 1353: {99 244} 
Flow 1366: {113 258} 
Flow 1385: {15 36} 
Flow 1396: {10 8} 
Flow 1422: {52 197} 
Flow 1446: {16 72} 
Flow 1463: {100 103} 
Flow 1492: {35 61} 
Flow 1496: {17 12} 
Flow 1508: {18 12} 
Flow 1514: {18 17} 
Flow 1581: {48 108} 
Flow 1613: {17 162} 
Flow 1625: {143 142} 
Flow 1657: {92 91} 
Flow 1721: {44 189} 
Flow 1727: {70 80} 
Flow 1787: {20 16} 
Flow 1836: {127 129} 
Flow 1865: {79 224} 
Flow 1952: {31 176} 
Flow 1954: {38 37} 
Flow 1989: {24 26} 
Flow 2033: {23 24} 
Flow 2192: {125 46} 
Flow 2199: {57 202} 
Flow 2239: {77 100} 
Flow 2364: {100 245} 
Flow 2372: {28 25} 
Flow 2402: {29 38} 
Flow 2406: {82 81} 
Flow 2430: {12 17} 
Flow 2438: {30 23} 
Flow 2444: {30 26} 
Flow 2478: {34 118} 
Flow 2498: {13 12} 
Flow 2504: {89 95} 
Flow 2512: {16 161} 
Flow 2527: {72 16} 
Flow 2602: {8 153} 
Flow 2640: {53 56} 
Flow 2649: {65 210} 
Flow 2653: {69 214} 
Flow 2674: {95 92} 
Flow 2697: {130 114} 
Flow 2716: {138 283} 
Flow 2778: {34 39} 
Flow 2779: {54 59} 
Flow 2788: {92 237} 
Flow 2810: {117 262} 
Flow 2816: {98 99} 
Flow 2839: {36 69} 
Flow 2851: {136 135} 
Flow 2905: {71 216} 
Flow 2925: {38 23} 
Flow 2940: {118 113} 
Flow 2956: {75 56} 
Flow 3013: {26 25} 
Flow 3027: {87 84} 
Flow 3038: {97 242} 
Flow 3052: {111 256} 
Flow 3059: {38 119} 
Flow 3067: {39 34} 
Flow 3080: {7 6} 
Flow 3081: {37 38} 
Flow 3108: {77 98} 
Flow 3120: {40 37} 
Flow 3121: {25 28} 
Flow 3127: {119 71} 
Flow 3188: {3 6} 
Flow 3189: {123 120} 
Flow 3196: {47 129} 
Flow 3204: {28 173} 
Flow 3235: {62 63} 
Flow 3247: {42 47} 
Flow 3252: {64 81} 
Flow 3332: {43 109} 
Flow 3346: {89 234} 
Flow 3474: {46 49} 
Flow 3540: {95 240} 
Flow 3562: {55 119} 
Flow 3567: {128 273} 
Flow 3601: {25 170} 
Flow 3616: {109 43} 
Flow 3645: {73 218} 
Flow 3654: {82 227} 
Flow 3691: {120 265} 
Flow 3695: {124 269} 
Flow 3705: {134 279} 
Flow 3709: {142 141} 
Flow 3717: {12 157} 
Flow 3741: {48 47} 
Flow 3755: {48 41} 
Flow 3767: {11 14} 
Flow 3767: {13 158} 
Flow 3769: {31 15} 
Flow 3802: {125 47} 
Flow 3804: {64 209} 
Flow 3832: {46 125} 
Flow 3841: {106 251} 
Flow 3849: {114 259} 
Flow 3851: {116 117} 
Flow 3855: {49 46} 
Flow 3993: {20 120} 
Flow 4007: {51 59} 
Flow 4030: {11 1} 
Flow 4030: {1 146} 
Flow 4146: {32 12} 
Flow 4155: {18 163} 
Flow 4163: {30 175} 
Flow 4166: {33 178} 
Flow 4180: {49 194} 
Flow 4229: {103 102} 
Flow 4242: {114 115} 
Flow 4328: {25 77} 
Flow 4329: {53 21} 
Flow 4347: {21 22} 
Flow 4355: {111 110} 
Flow 4368: {121 126} 
Flow 4477: {110 255} 
Flow 4498: {124 47} 
Flow 4504: {16 19} 
Flow 4522: {15 31} 
Flow 4530: {16 20} 
Flow 4557: {70 215} 
Flow 4566: {80 225} 
Flow 4602: {119 264} 
Flow 4653: {57 80} 
Flow 4689: {131 276} 
Flow 4740: {78 223} 
Flow 4858: {99 101} 
Flow 4884: {133 132} 
Flow 4889: {136 281} 
Flow 4914: {64 63} 
Flow 4940: {63 65} 
Flow 4974: {99 105} 
Flow 4995: {81 82} 
Flow 5012: {63 62} 
Flow 5050: {65 63} 
Flow 5054: {72 73} 
Flow 5063: {66 99} 
Flow 5063: {99 68} 
Flow 5075: {101 100} 
Flow 5081: {65 66} 
Flow 5108: {67 99} 
Flow 5179: {107 252} 
Flow 5210: {68 88} 
Flow 5216: {70 69} 
Flow 5225: {68 99} 
Flow 5225: {99 98} 
Flow 5228: {37 182} 
Flow 5237: {49 50} 
Flow 5245: {60 205} 
Flow 5257: {75 220} 
Flow 5265: {47 48} 
Flow 5334: {57 60} 
Flow 5366: {82 28} 
Flow 5366: {85 79} 
Flow 5392: {113 111} 
Flow 5432: {71 53} 
Flow 5491: {71 55} 
Flow 5502: {105 104} 
Flow 5560: {32 177} 
Flow 5563: {35 180} 
Flow 5615: {92 93} 
Flow 5717: {74 121} 
Flow 5733: {120 20} 
Flow 5746: {41 143} 
Flow 5768: {73 72} 
Flow 5772: {74 73} 
Flow 5787: {121 94} 
Flow 5802: {121 120} 
Flow 5805: {132 33} 
Flow 5828: {123 124} 
Flow 5844: {56 53} 
Flow 5860: {109 44} 
Flow 5900: {94 239} 
Flow 5912: {104 107} 
Flow 5927: {75 38} 
Flow 5963: {33 118} 
Flow 6067: {35 32} 
Flow 6133: {105 250} 
Flow 6194: {50 195} 
Flow 6216: {81 226} 
Flow 6252: {53 133} 
Flow 6265: {19 10} 
Flow 6287: {60 59} 
Flow 6304: {62 207} 
Flow 6362: {137 136} 
Flow 6419: {21 53} 
Flow 6504: {43 188} 
Flow 6505: {47 42} 
Flow 6531: {80 70} 
Flow 6546: {88 233} 
Flow 6595: {141 139} 
Flow 6678: {102 247} 
Flow 6706: {53 134} 
Flow 6715: {87 108} 
Flow 6724: {72 61} 
Flow 6744: {84 87} 
Flow 6781: {108 48} 
Flow 6802: {129 128} 
Flow 6816: {107 106} 
Flow 6834: {40 185} 
Flow 6840: {134 137} 
Flow 6851: {58 57} 
Flow 6851: {85 26} 
Flow 6874: {78 103} 
Flow 6874: {103 248} 
Flow 6877: {108 253} 
Flow 6913: {86 79} 
Flow 6921: {86 85} 
Flow 6960: {79 78} 
Flow 7013: {20 10} 
Flow 7024: {129 127} 
Flow 7026: {84 142} 
Flow 7057: {78 79} 
Flow 7064: {89 96} 
Flow 7095: {141 286} 
Flow 7102: {7 152} 
Flow 7118: {76 83} 
Flow 7198: {33 131} 
Flow 7207: {130 145} 
Flow 7209: {2 147} 
Flow 7255: {83 82} 
Flow 7270: {55 71} 
Flow 7345: {13 14} 
Flow 7347: {95 89} 
Flow 7417: {90 91} 
Flow 7433: {91 92} 
Flow 7451: {145 290} 
Flow 7477: {89 88} 
Flow 7493: {57 58} 
Flow 7549: {92 2} 
Flow 7554: {132 277} 
Flow 7598: {142 109} 
Flow 7602: {47 192} 
Flow 7639: {92 106} 
Flow 7667: {27 21} 
Flow 7672: {129 122} 
Flow 7688: {139 284} 
Flow 7689: {140 285} 
Flow 7691: {2 127} 
Flow 7692: {143 288} 
Flow 7703: {61 35} 
Flow 7753: {79 85} 
Flow 7757: {93 90} 
Flow 7778: {93 92} 
Flow 7808: {94 89} 
Flow 7849: {79 86} 
Flow 7868: {82 27} 
Flow 7876: {94 121} 
Flow 7967: {106 107} 
Flow 7981: {127 128} 
Flow 8020: {129 47} 
Flow 8074: {96 72} 
Flow 8084: {4 149} 
Flow 8092: {14 159} 
Flow 8101: {97 96} 
Flow 8117: {53 198} 
Flow 8149: {97 74} 
Flow 8206: {25 26} 
Flow 8209: {26 30} 
Flow 8293: {95 127} 
Flow 8293: {122 267} 
Flow 8346: {47 45} 
Flow 8376: {77 222} 
Flow 8446: {36 15} 
Flow 8461: {66 65} 
Flow 8487: {99 66} 
Flow 8491: {99 67} 
Flow 8493: {100 77} 
Flow 8562: {5 150} 
Flow 8566: {88 96} 
Flow 8620: {98 76} 
Flow 8641: {22 21} 
Flow 8653: {129 274} 
Flow 8674: {12 13} 
Flow 8693: {42 41} 
Flow 8697: {102 105} 
Flow 8701: {26 22} 
Flow 8703: {82 58} 
Flow 8768: {135 280} 
Flow 8796: {28 82} 
Flow 8807: {45 190} 
Flow 8826: {100 101} 
Flow 8827: {103 100} 
Flow 8835: {38 75} 
Flow 8848: {90 235} 
Flow 8851: {101 99} 
Flow 8858: {101 246} 
Flow 8870: {78 77} 
Flow 8883: {103 78} 
Flow 8906: {69 36} 
Flow 8910: {105 99} 
Flow 8913: {27 172} 
Flow 8924: {46 191} 
Flow 8928: {59 51} 
Flow 9004: {8 7} 
Flow 9021: {62 61} 
Flow 9076: {102 103} 
Flow 9128: {24 23} 
Flow 9132: {77 25} 
Flow 9145: {26 24} 
Flow 9177: {106 92} 
Flow 9208: {104 105} 
Flow 9220: {92 95} 
Flow 9270: {105 102} 
Flow 9276: {85 230} 
Flow 9299: {107 104} 
Flow 9401: {41 42} 
Flow 9436: {41 48} 
Flow 9460: {128 126} 
Flow 9466: {142 143} 
Flow 9527: {118 33} 
Flow 9547: {38 183} 
Flow 9573: {111 113} 
Flow 9602: {110 111} 
Flow 9610: {116 115} 
Flow 9626: {110 117} 
Flow 9644: {133 53} 
Flow 9645: {19 164} 
Flow 9686: {83 76} 
Flow 9692: {83 228} 
Flow 9693: {108 87} 
Flow 9719: {115 260} 
Flow 9734: {135 136} 
Flow 9769: {82 83} 
Flow 9783: {81 64} 
Flow 9831: {71 119} 
Flow 9835: {113 118} 
Flow 9868: {53 54} 
Flow 9880: {21 27} 
Flow 9886: {55 200} 
Flow 9903: {76 221} 
Flow 9932: {117 110} 
Flow 9954: {114 145} 
Flow 9979: {115 114} 
Flow 9988: {33 132} 
Flow 9992: {114 130} 
Flow 9994: {39 40} 
Flow 10006: {74 219} 
Flow 10012: {116 114} 
Flow 10034: {117 116} 
Flow 10041: {6 151} 
Flow 10045: {11 156} 
Flow 10068: {27 82} 
Flow 10103: {88 89} 
Flow 10106: {89 94} 
Flow 10116: {132 133} 
Flow 10130: {126 271} 
Flow 10156: {60 57} 
Flow 10160: {20 165} 
Flow 10185: {59 204} 
Flow 10226: {55 24} 
Flow 10229: {40 39} 
Flow 10237: {96 121} 
Flow 10239: {119 55} 
Flow 10273: {22 167} 
Flow 10311: {121 96} 
Flow 10320: {77 78} 
Flow 10359: {123 268} 
Flow 10377: {122 129} 
Flow 10398: {13 31} 
Flow 10426: {63 64} 
Flow 10490: {137 282} 
Flow 10576: {124 123} 
Flow 10586: {111 112} 
Flow 10611: {127 2} 
Flow 10635: {23 38} 
Flow 10652: {58 203} 
Flow 10687: {96 97} 
Flow 10707: {118 263} 
Flow 10746: {98 77} 
Flow 10805: {128 127} 
Flow 10853: {54 199} 
Flow 10906: {24 55} 
Flow 10918: {59 52} 
Flow 10923: {128 129} 
Flow 10929: {126 121} 
Flow 11001: {74 97} 
Flow 11032: {80 57} 
Flow 11059: {61 72} 
Flow 11065: {119 38} 
Flow 11095: {91 236} 
Flow 11099: {98 243} 
Flow 11108: {114 116} 
Flow 11132: {9 154} 
Flow 11153: {118 34} 
Flow 11187: {52 59} 
Flow 11195: {70 61} 
Flow 11202: {131 33} 
Flow 11223: {131 135} 
Flow 11241: {6 5} 
Flow 11248: {59 60} 
Flow 11334: {127 272} 
Flow 11337: {130 275} 
Flow 11378: {48 193} 
Flow 11408: {84 229} 
Flow 11410: {26 85} 
Flow 11493: {61 206} 
Flow 11544: {125 270} 
Flow 11569: {136 137} 
Flow 11613: {137 52} 
Flow 11681: {15 160} 
Flow 11703: {51 196} 
Flow 11707: {53 71} 
Flow 11733: {85 86} 
Flow 11743: {22 26} 
Flow 11747: {76 98} 
Flow 11753: {112 257} 
Flow 11779: {1 9} 
Flow 11801: {120 123} 
Flow 11804: {47 125} 
Flow 11823: {68 213} 
Flow 11850: {134 53} 
Flow 11853: {137 134} 
Flow 11899: {138 140} 
Flow 11931: {138 139} 
Flow 11948: {52 137} 
Flow 11959: {139 141} 
Flow 11973: {47 124} 
Flow 11983: {44 109} 
Flow 12000: {143 41} 
Flow 12008: {109 142} 
Flow 12010: {66 211} 
Flow 12047: {142 84} 
Flow 12059: {140 44} 
Flow 12072: {140 138} 
Flow 12079: {4 3} 
Flow 12133: {88 68} 
Flow 12146: {96 241} 
Flow 12155: {141 142} 
Flow 12175: {127 95} 
Flow 12179: {50 4} 
Flow 12207: {34 179} 
Flow 12227: {56 201} 
Flow 12238: {67 212} 
Flow 12243: {72 217} 
Flow 12284: {116 261} 
Flow 12296: {33 130} 
Flow 12306: {44 140} 
Flow 12343: {144 130} 
Flow 12381: {130 33} 
Flow 12416: {126 128} 
Flow 12421: {133 278} 
Flow 12423: {130 131} 
Flow 12444: {26 171} 
Flow 12452: {39 184} 
Flow 12480: {73 74} 
Flow 12515: {145 114} 
Flow 12528: {145 130} 
Time taken running everything: 762 seconds
