Number of groups: 709
Flow 1: {1 3 0} 
Flow 91: {1 2 0} 
Flow 96: {81 126 0} 
Flow 108: {1 4 0} 
Flow 114: {114 119 0} 
Flow 115: {2 53 0} 
Flow 136: {2 34 0} 
Flow 171: {53 214 0} 
Flow 173: {2 70 0} 
Flow 190: {2 76 0} 
Flow 229: {114 121 0} 
Flow 241: {2 51 0} 
Flow 279: {13 24 0} 
Flow 283: {4 68 0} 
Flow 335: {108 269 0} 
Flow 345: {4 7 0} 
Flow 355: {4 141 0} 
Flow 362: {4 53 0} 
Flow 384: {30 39 0} 
Flow 386: {38 46 0} 
Flow 391: {5 6 0} 
Flow 393: {5 7 0} 
Flow 402: {90 251 0} 
Flow 424: {6 5 0} 
Flow 659: {17 178 0} 
Flow 700: {70 64 0} 
Flow 732: {110 123 0} 
Flow 767: {10 11 0} 
Flow 802: {9 54 0} 
Flow 811: {53 63 0} 
Flow 814: {66 227 0} 
Flow 865: {134 25 0} 
Flow 877: {143 304 0} 
Flow 901: {11 172 0} 
Flow 920: {32 193 0} 
Flow 921: {34 195 0} 
Flow 945: {10 8 0} 
Flow 949: {20 22 0} 
Flow 949: {68 229 0} 
Flow 1005: {51 136 0} 
Flow 1084: {11 135 0} 
Flow 1134: {11 26 0} 
Flow 1143: {11 10 0} 
Flow 1220: {12 20 0} 
Flow 1237: {16 108 0} 
Flow 1260: {25 75 0} 
Flow 1268: {7 151 0} 
Flow 1339: {10 12 0} 
Flow 1362: {100 261 0} 
Flow 1367: {116 107 0} 
Flow 1367: {146 25 0} 
Flow 1418: {14 16 0} 
Flow 1424: {14 15 0} 
Flow 1453: {26 51 0} 
Flow 1458: {57 218 0} 
Flow 1473: {25 134 0} 
Flow 1546: {15 14 0} 
Flow 1561: {15 16 0} 
Flow 1568: {25 114 0} 
Flow 1581: {13 10 0} 
Flow 1596: {16 12 0} 
Flow 1627: {47 208 0} 
Flow 1639: {16 21 0} 
Flow 1645: {16 13 0} 
Flow 1682: {18 112 0} 
Flow 1693: {21 20 0} 
Flow 1693: {22 146 0} 
Flow 1719: {34 158 0} 
Flow 1751: {17 18 0} 
Flow 1770: {19 71 0} 
Flow 1783: {17 19 0} 
Flow 1789: {130 129 0} 
Flow 1815: {26 114 0} 
Flow 1858: {44 205 0} 
Flow 1864: {54 215 0} 
Flow 1933: {53 40 0} 
Flow 1995: {75 236 0} 
Flow 2064: {140 156 0} 
Flow 2148: {102 101 0} 
Flow 2150: {135 78 0} 
Flow 2155: {110 109 0} 
Flow 2207: {40 30 0} 
Flow 2213: {146 26 0} 
Flow 2215: {21 16 0} 
Flow 2240: {26 53 0} 
Flow 2252: {7 4 0} 
Flow 2263: {18 17 0} 
Flow 2312: {81 242 0} 
Flow 2332: {107 106 0} 
Flow 2377: {75 2 0} 
Flow 2381: {23 24 0} 
Flow 2384: {23 16 0} 
Flow 2448: {23 20 0} 
Flow 2505: {8 9 0} 
Flow 2508: {79 240 0} 
Flow 2523: {24 23 0} 
Flow 2530: {24 13 0} 
Flow 2551: {7 152 0} 
Flow 2551: {152 313 0} 
