Number of groups: 368
Flow 22: {71 70 0} 
Flow 23: {70 118 0} 
Flow 40: {4 3 0} 
Flow 44: {26 1 0} 
Flow 57: {117 45 0} 
Flow 61: {49 124 0} 
Flow 83: {118 70 0} 
Flow 90: {19 14 0} 
Flow 90: {20 60 0} 
Flow 94: {60 125 0} 
Flow 104: {3 100 0} 
Flow 121: {97 122 0} 
Flow 124: {6 4 0} 
Flow 127: {6 104 0} 
Flow 137: {100 106 0} 
Flow 145: {26 29 0} 
Flow 149: {84 95 0} 
Flow 153: {110 50 0} 
Flow 159: {65 66 0} 
Flow 160: {29 89 0} 
Flow 166: {112 114 0} 
Flow 177: {38 39 0} 
Flow 187: {11 12 0} 
Flow 208: {12 19 0} 
Flow 229: {50 49 0} 
Flow 271: {17 113 0} 
Flow 272: {15 18 0} 
Flow 286: {18 17 0} 
Flow 293: {16 115 0} 
Flow 294: {65 21 0} 
Flow 297: {83 80 0} 
Flow 327: {97 222 0} 
Flow 329: {101 106 0} 
Flow 344: {33 158 0} 
Flow 355: {75 111 0} 
Flow 359: {15 112 0} 
Flow 379: {10 1 0} 
Flow 390: {29 154 0} 
Flow 399: {80 205 0} 
Flow 400: {78 81 0} 
Flow 404: {27 88 0} 
Flow 420: {43 36 0} 
Flow 446: {74 199 0} 
Flow 455: {121 92 0} 
Flow 457: {94 219 0} 
Flow 459: {59 98 0} 
Flow 469: {116 241 0} 
Flow 477: {75 113 0} 
Flow 478: {68 75 0} 
Flow 489: {43 168 0} 
Flow 490: {45 44 0} 
Flow 492: {94 47 0} 
Flow 506: {68 69 0} 
Flow 513: {88 213 0} 
Flow 541: {23 80 0} 
Flow 549: {23 55 0} 
Flow 551: {23 81 0} 
Flow 561: {25 37 0} 
Flow 571: {37 21 0} 
Flow 571: {122 247 0} 
Flow 588: {56 181 0} 
Flow 611: {1 10 0} 
Flow 627: {95 82 0} 
Flow 653: {82 83 0} 
Flow 658: {119 118 0} 
Flow 672: {37 25 0} 
Flow 677: {71 2 0} 
Flow 677: {2 127 0} 
Flow 678: {3 128 0} 
Flow 680: {4 5 0} 
Flow 680: {5 130 0} 
Flow 681: {104 6 0} 
Flow 682: {4 7 0} 
Flow 682: {7 132 0} 
Flow 684: {11 136 0} 
Flow 685: {24 28 0} 
Flow 686: {66 112 0} 
Flow 694: {27 152 0} 
Flow 697: {30 33 0} 
Flow 703: {40 165 0} 
Flow 705: {42 167 0} 
Flow 709: {46 171 0} 
Flow 713: {50 175 0} 
Flow 714: {77 51 0} 
Flow 714: {51 176 0} 
Flow 720: {106 101 0} 
Flow 722: {61 186 0} 
Flow 724: {63 188 0} 
Flow 725: {64 189 0} 
Flow 726: {30 106 0} 
Flow 728: {116 118 0} 
Flow 732: {73 198 0} 
Flow 741: {95 85 0} 
Flow 741: {85 210 0} 
Flow 742: {86 211 0} 
Flow 758: {108 233 0} 
Flow 766: {120 245 0} 
Flow 767: {89 92 0} 
Flow 771: {14 20 0} 
Flow 776: {19 144 0} 
Flow 781: {34 35 0} 
Flow 794: {91 90 0} 
Flow 795: {31 30 0} 
Flow 802: {64 97 0} 
Flow 806: {101 226 0} 
Flow 809: {32 31 0} 
Flow 818: {33 30 0} 
Flow 821: {45 170 0} 
Flow 830: {4 129 0} 
Flow 830: {36 25 0} 
Flow 831: {36 43 0} 
Flow 834: {43 42 0} 
Flow 834: {42 45 0} 
Flow 838: {68 193 0} 
Flow 842: {21 65 0} 
Flow 864: {58 57 0} 
Flow 868: {41 40 0} 
Flow 879: {92 217 0} 
Flow 883: {38 41 0} 
Flow 885: {106 231 0} 
Flow 893: {39 44 0} 
Flow 894: {121 122 0} 
Flow 903: {40 19 0} 
Flow 907: {41 38 0} 
Flow 909: {108 101 0} 
Flow 932: {48 173 0} 
Flow 934: {53 178 0} 
Flow 936: {98 58 0} 
Flow 941: {60 62 0} 
Flow 941: {62 187 0} 
Flow 966: {117 65 0} 
Flow 967: {45 117 0} 
Flow 970: {109 234 0} 
Flow 971: {110 235 0} 
Flow 975: {65 10 0} 
Flow 975: {92 121 0} 
Flow 986: {55 180 0} 
Flow 991: {94 46 0} 
Flow 996: {49 50 0} 
Flow 1000: {106 30 0} 
Flow 1002: {47 48 0} 
Flow 1004: {90 123 0} 
Flow 1025: {47 94 0} 
Flow 1035: {48 49 0} 
Flow 1048: {110 61 0} 
Flow 1050: {89 29 0} 
Flow 1064: {19 12 0} 
Flow 1076: {120 121 0} 
Flow 1097: {113 114 0} 
Flow 1099: {53 110 0} 
Flow 1107: {3 4 0} 
Flow 1109: {54 124 0} 
Flow 1120: {82 95 0} 
Flow 1121: {55 23 0} 
Flow 1121: {23 148 0} 
Flow 1128: {34 159 0} 
Flow 1130: {55 22 0} 
Flow 1141: {50 110 0} 
Flow 1155: {46 94 0} 
Flow 1165: {95 84 0} 
Flow 1193: {58 98 0} 
Flow 1196: {79 78 0} 
Flow 1201: {104 229 0} 
Flow 1206: {57 58 0} 
Flow 1207: {93 9 0} 
Flow 1209: {59 11 0} 
Flow 1210: {56 63 0} 
Flow 1216: {98 59 0} 
Flow 1222: {125 74 0} 
Flow 1228: {57 56 0} 
Flow 1230: {90 215 0} 
Flow 1233: {99 62 0} 
Flow 1255: {40 41 0} 
Flow 1265: {62 60 0} 
Flow 1274: {63 99 0} 
Flow 1295: {81 23 0} 
Flow 1306: {39 164 0} 
Flow 1312: {47 172 0} 
Flow 1319: {56 57 0} 
Flow 1319: {99 63 0} 
Flow 1327: {71 196 0} 
Flow 1330: {125 61 0} 
Flow 1335: {76 96 0} 
Flow 1348: {35 104 0} 
Flow 1355: {74 111 0} 
Flow 1356: {20 14 0} 
Flow 1377: {12 11 0} 
Flow 1400: {69 194 0} 
Flow 1408: {81 206 0} 
Flow 1410: {84 209 0} 
Flow 1423: {103 228 0} 
Flow 1429: {111 236 0} 
Flow 1451: {39 38 0} 
Flow 1469: {93 218 0} 
Flow 1521: {70 71 0} 
Flow 1528: {16 112 0} 
Flow 1530: {48 47 0} 
Flow 1532: {49 174 0} 
Flow 1537: {58 183 0} 
Flow 1541: {115 16 0} 
Flow 1555: {98 223 0} 
Flow 1558: {27 108 0} 
Flow 1560: {64 67 0} 
Flow 1573: {68 87 0} 
Flow 1574: {2 115 0} 
Flow 1574: {112 66 0} 
Flow 1602: {46 55 0} 
Flow 1619: {11 59 0} 
Flow 1627: {75 73 0} 
Flow 1637: {29 28 0} 
Flow 1657: {111 74 0} 
Flow 1664: {111 77 0} 
Flow 1666: {79 204 0} 
Flow 1683: {90 91 0} 
Flow 1692: {6 131 0} 
Flow 1704: {119 120 0} 
Flow 1719: {77 52 0} 
Flow 1729: {74 125 0} 
Flow 1739: {52 53 0} 
Flow 1745: {77 76 0} 
Flow 1755: {100 225 0} 
Flow 1757: {30 34 0} 
Flow 1774: {125 250 0} 
Flow 1777: {77 111 0} 
Flow 1797: {9 101 0} 
Flow 1805: {80 22 0} 
Flow 1807: {21 146 0} 
Flow 1822: {44 169 0} 
Flow 1831: {63 56 0} 
Flow 1833: {22 81 0} 
Flow 1833: {78 79 0} 
Flow 1844: {78 203 0} 
Flow 1847: {82 207 0} 
Flow 1850: {91 97 0} 
Flow 1867: {87 68 0} 
Flow 1871: {117 242 0} 
Flow 1872: {83 82 0} 
Flow 1875: {124 249 0} 
Flow 1880: {80 83 0} 
Flow 1886: {84 87 0} 
Flow 1888: {59 93 0} 
Flow 1888: {81 78 0} 
Flow 1893: {38 163 0} 
Flow 1904: {79 49 0} 
Flow 1916: {76 201 0} 
Flow 1939: {22 80 0} 
Flow 1972: {35 160 0} 
Flow 1986: {69 96 0} 
Flow 1992: {91 216 0} 
Flow 2008: {85 95 0} 
Flow 2048: {97 91 0} 
Flow 2049: {67 64 0} 
Flow 2061: {88 67 0} 
Flow 2072: {125 60 0} 
Flow 2091: {73 75 0} 
Flow 2134: {17 18 0} 
Flow 2142: {93 59 0} 
Flow 2176: {19 40 0} 
Flow 2176: {44 45 0} 
Flow 2182: {15 140 0} 
Flow 2217: {94 124 0} 
Flow 2231: {60 20 0} 
Flow 2233: {14 19 0} 
Flow 2233: {107 232 0} 
Flow 2235: {124 49 0} 
Flow 2240: {110 53 0} 
Flow 2265: {118 116 0} 
Flow 2276: {18 143 0} 
Flow 2279: {118 119 0} 
Flow 2294: {76 77 0} 
Flow 2299: {96 76 0} 
Flow 2307: {96 69 0} 
Flow 2317: {69 68 0} 
Flow 2323: {99 224 0} 
Flow 2327: {67 88 0} 
Flow 2340: {18 15 0} 
Flow 2340: {113 17 0} 
Flow 2344: {90 116 0} 
Flow 2349: {44 39 0} 
Flow 2356: {88 27 0} 
Flow 2357: {97 64 0} 
Flow 2406: {112 15 0} 
Flow 2409: {27 24 0} 
Flow 2410: {25 150 0} 
Flow 2411: {28 29 0} 
Flow 2436: {4 6 0} 
