Number of groups: 641
Flow 1: {1 10} 
Flow 19: {189 23} 
Flow 148: {4 78} 
Flow 333: {59 60} 
Flow 351: {7 5} 
Flow 476: {96 293} 
Flow 502: {125 124} 
Flow 509: {8 175} 
Flow 532: {161 358} 
Flow 541: {171 368} 
Flow 556: {1 198} 
Flow 581: {49 246} 
Flow 723: {82 279} 
Flow 725: {84 281} 
Flow 732: {98 295} 
Flow 774: {10 9} 
Flow 793: {1 177} 
Flow 812: {12 17} 
Flow 814: {11 14} 
Flow 828: {39 197} 
Flow 859: {12 11} 
Flow 893: {151 348} 
Flow 945: {32 229} 
Flow 976: {69 266} 
Flow 989: {85 282} 
Flow 1028: {134 331} 
Flow 1046: {154 351} 
Flow 1073: {38 161} 
Flow 1083: {10 207} 
Flow 1096: {184 71} 
Flow 1262: {173 138} 
Flow 1267: {154 153} 
Flow 1280: {64 150} 
Flow 1309: {197 159} 
Flow 1319: {17 12} 
Flow 1341: {17 14} 
Flow 1344: {44 241} 
Flow 1350: {50 247} 
Flow 1387: {100 297} 
Flow 1405: {2 176} 
Flow 1435: {155 352} 
Flow 1441: {162 359} 
Flow 1464: {18 17} 
Flow 1466: {4 201} 
Flow 1490: {42 239} 
Flow 1541: {176 121} 
Flow 1553: {135 332} 
Flow 1573: {159 356} 
Flow 1577: {20 83} 
Flow 1625: {52 51} 
Flow 1631: {66 67} 
Flow 1667: {21 22} 
Flow 1718: {22 27} 
Flow 1744: {23 24} 
Flow 1750: {52 29} 
Flow 1768: {66 263} 
Flow 1782: {23 189} 
Flow 1783: {94 291} 
Flow 1841: {189 52} 
Flow 1857: {27 30} 
Flow 1887: {58 57} 
Flow 1921: {24 21} 
Flow 1927: {177 120} 
Flow 1975: {130 108} 
Flow 1982: {197 196} 
Flow 1994: {46 243} 
Flow 1994: {96 97} 
Flow 2004: {26 172} 
Flow 2027: {175 8} 
Flow 2089: {79 80} 
Flow 2121: {28 27} 
Flow 2121: {43 41} 
Flow 2140: {79 95} 
Flow 2191: {29 55} 
Flow 2248: {109 306} 
Flow 2255: {55 56} 
Flow 2262: {125 322} 
Flow 2319: {32 38} 
Flow 2328: {20 90} 
Flow 2365: {13 31} 
Flow 2409: {34 33} 
Flow 2445: {19 20} 
Flow 2463: {65 68} 
Flow 2478: {35 38} 
Flow 2488: {180 377} 
Flow 2494: {10 1} 
Flow 2510: {27 224} 
Flow 2543: {154 155} 
Flow 2556: {106 107} 
Flow 2571: {161 154} 
Flow 2576: {68 70} 
Flow 2596: {31 19} 
Flow 2645: {22 219} 
Flow 2646: {21 24} 
Flow 2674: {172 26} 
Flow 2691: {80 72} 
Flow 2696: {78 3} 
Flow 2699: {80 277} 
Flow 2705: {85 86} 
Flow 2714: {99 296} 
Flow 2760: {149 346} 
Flow 2768: {158 157} 
Flow 2776: {182 49} 
Flow 2780: {169 366} 
Flow 2796: {189 386} 
Flow 2798: {9 192} 
Flow 2846: {63 260} 
Flow 2854: {74 271} 
Flow 2864: {86 283} 
Flow 2874: {131 128} 
Flow 2910: {38 36} 
Flow 2914: {90 151} 
Flow 2938: {182 379} 
Flow 2944: {196 393} 
Flow 2950: {40 37} 
Flow 2956: {37 39} 
Flow 2957: {40 182} 
Flow 2987: {153 154} 
Flow 3055: {43 144} 
Flow 3070: {195 9} 
Flow 3077: {99 195} 
Flow 3088: {144 186} 
Flow 3093: {186 170} 
Flow 3103: {42 41} 
Flow 3129: {105 102} 
Flow 3200: {144 143} 
Flow 3206: {170 169} 
Flow 3225: {45 242} 
Flow 3230: {164 188} 
Flow 3278: {119 316} 
Flow 3336: {44 43} 
Flow 3348: {45 46} 
Flow 3357: {79 276} 
Flow 3420: {166 159} 
Flow 3431: {120 317} 
Flow 3450: {156 157} 
Flow 3468: {50 166} 
Flow 3475: {47 50} 
Flow 3493: {50 148} 
Flow 3494: {56 53} 
Flow 3584: {49 182} 
Flow 3606: {48 45} 
Flow 3627: {48 47} 
Flow 3639: {167 184} 
Flow 3656: {17 18} 
Flow 3677: {164 163} 
Flow 3696: {182 197} 
Flow 3716: {93 94} 
Flow 3731: {156 166} 
Flow 3782: {49 156} 
Flow 3800: {187 188} 
Flow 3830: {51 58} 
Flow 3837: {67 264} 
Flow 3858: {39 38} 
Flow 3862: {159 197} 
Flow 3876: {124 127} 
Flow 3886: {113 112} 
Flow 3920: {187 384} 
Flow 3937: {52 189} 
Flow 3987: {108 109} 
Flow 4008: {138 335} 
Flow 4124: {174 134} 
Flow 4133: {155 154} 
Flow 4145: {53 56} 
Flow 4152: {60 57} 
Flow 4154: {53 54} 
Flow 4159: {72 73} 
Flow 4160: {77 274} 
Flow 4164: {89 88} 
Flow 4201: {136 5} 
Flow 4280: {73 74} 
Flow 4289: {56 26} 
Flow 4388: {182 40} 
Flow 4477: {29 27} 
Flow 4479: {172 369} 
Flow 4514: {184 167} 
Flow 4526: {51 52} 
Flow 4562: {155 149} 
Flow 4577: {54 53} 
Flow 4579: {59 54} 
Flow 4591: {57 60} 
Flow 4624: {57 58} 
Flow 4636: {167 171} 
Flow 4642: {71 184} 
Flow 4648: {60 59} 
Flow 4689: {65 262} 
Flow 4697: {76 174} 
Flow 4716: {58 51} 
Flow 4742: {140 337} 
Flow 4785: {172 96} 
Flow 4810: {27 29} 
Flow 4849: {70 145} 
Flow 4906: {63 145} 
Flow 5010: {64 69} 
Flow 5012: {38 35} 
Flow 5017: {31 36} 
Flow 5027: {51 248} 
Flow 5083: {128 325} 
Flow 5152: {23 220} 
Flow 5168: {78 163} 
Flow 5183: {80 79} 
Flow 5222: {108 106} 
Flow 5245: {132 329} 
Flow 5288: {102 181} 
Flow 5305: {66 65} 
Flow 5327: {69 64} 
Flow 5408: {55 252} 
Flow 5411: {96 172} 
Flow 5470: {97 98} 
Flow 5483: {196 156} 
Flow 5484: {159 158} 
Flow 5492: {147 153} 
Flow 5569: {29 52} 
Flow 5601: {114 311} 
Flow 5675: {72 80} 
Flow 5739: {75 184} 
Flow 5740: {12 209} 
Flow 5770: {74 73} 
Flow 5771: {73 72} 
Flow 5772: {64 63} 
Flow 5803: {111 308} 
Flow 5808: {74 75} 
Flow 5837: {152 349} 
Flow 5874: {29 226} 
Flow 5907: {184 76} 
Flow 5930: {20 69} 
Flow 5986: {13 14} 
Flow 5987: {3 78} 
Flow 5989: {19 216} 
Flow 6002: {77 174} 
Flow 6045: {6 132} 
Flow 6063: {77 3} 
Flow 6069: {76 184} 
Flow 6092: {93 97} 
Flow 6100: {36 233} 
Flow 6110: {166 50} 
Flow 6227: {95 172} 
Flow 6319: {184 381} 
Flow 6351: {59 256} 
Flow 6407: {188 164} 
Flow 6437: {63 64} 
Flow 6449: {31 228} 
Flow 6484: {71 268} 
Flow 6485: {72 269} 
Flow 6489: {81 88} 
Flow 6511: {81 87} 
Flow 6540: {136 333} 
Flow 6576: {2 177} 
Flow 6577: {180 179} 
Flow 6579: {181 378} 
Flow 6625: {64 261} 
Flow 6628: {68 67} 
Flow 6645: {184 93} 
Flow 6647: {102 299} 
Flow 6649: {105 302} 
Flow 6665: {82 81} 
Flow 6668: {129 128} 
Flow 6708: {177 374} 
Flow 6727: {31 13} 
Flow 6731: {27 28} 
Flow 6774: {147 344} 
Flow 6829: {65 15} 
Flow 6923: {86 85} 
Flow 6968: {85 149} 
Flow 6992: {33 230} 
Flow 7027: {151 90} 
Flow 7041: {138 113} 
Flow 7065: {87 88} 
Flow 7117: {20 217} 
Flow 7122: {88 89} 
Flow 7130: {36 38} 
Flow 7132: {39 236} 
Flow 7141: {155 184} 
Flow 7149: {26 56} 
Flow 7160: {75 272} 
Flow 7186: {87 63} 
Flow 7199: {88 87} 
Flow 7210: {89 83} 
Flow 7273: {91 173} 
Flow 7309: {73 270} 
Flow 7334: {92 93} 
Flow 7346: {5 7} 
Flow 7346: {100 101} 
Flow 7392: {20 19} 
Flow 7395: {94 93} 
Flow 7405: {92 100} 
Flow 7426: {106 180} 
Flow 7442: {27 22} 
Flow 7460: {30 27} 
Flow 7492: {112 309} 
Flow 7500: {95 79} 
Flow 7511: {175 140} 
Flow 7548: {80 71} 
Flow 7577: {138 135} 
Flow 7580: {161 38} 
Flow 7591: {168 169} 
Flow 7614: {108 305} 
Flow 7727: {62 129} 
Flow 7732: {83 20} 
Flow 7737: {133 136} 
Flow 7750: {136 135} 
Flow 7753: {142 141} 
Flow 7772: {166 363} 
Flow 7789: {100 92} 
Flow 7821: {35 232} 
Flow 7837: {52 249} 
Flow 7934: {107 106} 
Flow 7947: {7 8} 
Flow 7947: {8 205} 
Flow 7962: {78 275} 
Flow 8027: {47 48} 
Flow 8028: {106 108} 
Flow 8035: {130 15} 
Flow 8073: {8 9} 
Flow 8077: {110 111} 
Flow 8078: {104 105} 
Flow 8101: {104 107} 
Flow 8125: {14 13} 
Flow 8139: {87 81} 
Flow 8150: {103 110} 
Flow 8159: {159 166} 
Flow 8201: {65 69} 
Flow 8304: {83 84} 
Flow 8314: {192 114} 
Flow 8316: {121 118} 
Flow 8316: {118 315} 
Flow 8440: {69 20} 
Flow 8443: {15 65} 
Flow 8535: {38 235} 
Flow 8553: {109 108} 
Flow 8554: {81 278} 
Flow 8578: {122 125} 
Flow 8604: {168 365} 
Flow 8609: {109 180} 
Flow 8621: {111 129} 
Flow 8722: {175 372} 
Flow 8723: {9 2} 
Flow 8735: {6 203} 
Flow 8752: {155 147} 
Flow 8764: {65 66} 
Flow 8764: {129 62} 
Flow 8779: {103 102} 
Flow 8792: {122 319} 
Flow 8832: {33 38} 
Flow 8840: {17 214} 
Flow 8853: {184 155} 
Flow 8868: {7 6} 
Flow 8875: {97 93} 
Flow 8920: {114 192} 
Flow 8952: {114 115} 
Flow 8957: {150 145} 
Flow 8959: {124 321} 
Flow 8960: {192 9} 
Flow 8994: {115 2} 
Flow 9004: {9 206} 
Flow 9037: {38 39} 
Flow 9043: {48 245} 
Flow 9079: {139 142} 
Flow 9089: {117 2} 
Flow 9103: {116 117} 
Flow 9201: {115 114} 
Flow 9208: {123 122} 
Flow 9219: {141 338} 
Flow 9281: {118 121} 
Flow 9285: {45 48} 
Flow 9310: {2 9} 
Flow 9331: {176 120} 
Flow 9343: {78 134} 
Flow 9353: {145 342} 
Flow 9372: {99 132} 
Flow 9393: {11 12} 
Flow 9396: {15 212} 
Flow 9403: {97 96} 
Flow 9408: {39 37} 
Flow 9433: {83 280} 
Flow 9446: {107 304} 
Flow 9449: {110 307} 
Flow 9452: {2 115} 
Flow 9456: {119 118} 
Flow 9490: {78 153} 
Flow 9496: {119 116} 
Flow 9502: {186 383} 
Flow 9529: {9 195} 
Flow 9551: {120 177} 
Flow 9568: {120 176} 
Flow 9615: {177 1} 
Flow 9629: {79 30} 
Flow 9631: {55 29} 
Flow 9637: {132 143} 
Flow 9639: {8 7} 
Flow 9649: {176 2} 
Flow 9677: {118 119} 
Flow 9683: {127 324} 
Flow 9702: {121 176} 
Flow 9703: {166 156} 
Flow 9703: {156 353} 
Flow 9752: {62 61} 
Flow 9772: {24 221} 
Flow 9797: {174 77} 
Flow 9841: {150 151} 
Flow 9856: {84 149} 
Flow 9856: {151 83} 
Flow 9882: {61 70} 
Flow 9886: {68 65} 
Flow 9904: {125 122} 
Flow 9956: {70 68} 
Flow 9973: {126 124} 
Flow 10001: {127 124} 
Flow 10006: {123 62} 
Flow 10012: {122 123} 
