Number of groups: 641
Flow 1: {1 10 0} 
Flow 19: {189 23 0} 
Flow 148: {4 78 0} 
Flow 333: {59 60 0} 
Flow 351: {7 5 0} 
Flow 476: {96 293 0} 
Flow 502: {125 124 0} 
Flow 509: {8 175 0} 
Flow 532: {161 358 0} 
Flow 541: {171 368 0} 
Flow 556: {1 198 0} 
Flow 581: {49 246 0} 
Flow 723: {82 279 0} 
Flow 725: {84 281 0} 
Flow 732: {98 295 0} 
Flow 774: {10 9 0} 
Flow 793: {1 177 0} 
Flow 812: {12 17 0} 
Flow 814: {11 14 0} 
Flow 828: {39 197 0} 
Flow 859: {12 11 0} 
Flow 893: {151 348 0} 
Flow 945: {32 229 0} 
Flow 976: {69 266 0} 
Flow 989: {85 282 0} 
Flow 1028: {134 331 0} 
Flow 1046: {154 351 0} 
Flow 1073: {38 161 0} 
Flow 1083: {10 207 0} 
Flow 1096: {184 71 0} 
Flow 1262: {173 138 0} 
Flow 1267: {154 153 0} 
Flow 1280: {64 150 0} 
Flow 1309: {197 159 0} 
Flow 1319: {17 12 0} 
Flow 1341: {17 14 0} 
Flow 1344: {44 241 0} 
Flow 1350: {50 247 0} 
Flow 1387: {100 297 0} 
Flow 1405: {2 176 0} 
Flow 1435: {155 352 0} 
Flow 1441: {162 359 0} 
Flow 1464: {18 17 0} 
Flow 1466: {4 201 0} 
Flow 1490: {42 239 0} 
Flow 1541: {176 121 0} 
Flow 1553: {135 332 0} 
Flow 1573: {159 356 0} 
Flow 1577: {20 83 0} 
Flow 1625: {52 51 0} 
Flow 1631: {66 67 0} 
Flow 1667: {21 22 0} 
Flow 1718: {22 27 0} 
Flow 1744: {23 24 0} 
Flow 1750: {52 29 0} 
Flow 1768: {66 263 0} 
Flow 1782: {23 189 0} 
Flow 1783: {94 291 0} 
Flow 1841: {189 52 0} 
Flow 1857: {27 30 0} 
Flow 1887: {58 57 0} 
Flow 1921: {24 21 0} 
Flow 1927: {177 120 0} 
Flow 1975: {130 108 0} 
Flow 1982: {197 196 0} 
Flow 1994: {46 243 0} 
Flow 1994: {96 97 0} 
Flow 2004: {26 172 0} 
Flow 2027: {175 8 0} 
Flow 2089: {79 80 0} 
Flow 2121: {28 27 0} 
Flow 2121: {43 41 0} 
Flow 2140: {79 95 0} 
Flow 2191: {29 55 0} 
Flow 2248: {109 306 0} 
Flow 2255: {55 56 0} 
Flow 2262: {125 322 0} 
