Number of groups: 856
Flow 4: {1 5 0} 
Flow 14: {34 15 0} 
Flow 19: {3 71 0} 
Flow 115: {9 116 0} 
Flow 149: {107 3 0} 
Flow 280: {3 1 0} 
Flow 291: {34 18 0} 
Flow 304: {3 31 0} 
Flow 329: {3 11 0} 
Flow 342: {69 207 0} 
Flow 434: {9 117 0} 
Flow 436: {4 12 0} 
Flow 446: {4 1 0} 
Flow 470: {1 8 0} 
Flow 470: {8 60 0} 
Flow 497: {9 87 0} 
Flow 509: {9 95 0} 
Flow 526: {4 11 0} 
Flow 531: {95 121 0} 
Flow 545: {135 273 0} 
Flow 634: {5 71 0} 
Flow 665: {118 256 0} 
Flow 690: {5 143 0} 
Flow 695: {11 149 0} 
Flow 712: {3 28 0} 
Flow 718: {34 172 0} 
Flow 784: {34 100 0} 
Flow 792: {108 246 0} 
Flow 801: {6 1 0} 
Flow 801: {1 9 0} 
Flow 802: {1 7 0} 
Flow 826: {7 1 0} 
Flow 834: {7 13 0} 
Flow 881: {7 60 0} 
Flow 915: {95 94 0} 
Flow 925: {7 71 0} 
Flow 929: {2 108 0} 
Flow 984: {71 26 0} 
Flow 1011: {8 95 0} 
Flow 1016: {8 71 0} 
Flow 1054: {117 96 0} 
Flow 1091: {21 133 0} 
Flow 1095: {137 275 0} 
Flow 1108: {9 13 0} 
Flow 1118: {95 92 0} 
Flow 1124: {9 12 0} 
Flow 1130: {34 35 0} 
Flow 1132: {53 37 0} 
Flow 1134: {9 71 0} 
Flow 1155: {9 60 0} 
Flow 1172: {9 79 0} 
Flow 1177: {74 82 0} 
Flow 1198: {1 2 0} 
Flow 1248: {10 95 0} 
Flow 1262: {10 12 0} 
Flow 1268: {36 174 0} 
Flow 1292: {10 60 0} 
Flow 1328: {10 117 0} 
Flow 1348: {10 116 0} 
Flow 1388: {19 157 0} 
Flow 1459: {74 90 0} 
Flow 1517: {12 10 0} 
Flow 1532: {12 26 0} 
Flow 1570: {34 64 0} 
Flow 1585: {12 8 0} 
Flow 1609: {12 28 0} 
Flow 1619: {113 251 0} 
Flow 1622: {12 4 0} 
Flow 1651: {13 7 0} 
Flow 1653: {13 9 0} 
Flow 1654: {13 10 0} 
Flow 1672: {13 8 0} 
Flow 1699: {13 4 0} 
Flow 1719: {11 86 0} 
Flow 1740: {8 117 0} 
Flow 1745: {3 102 0} 
Flow 1771: {61 65 0} 
Flow 1773: {121 130 0} 
Flow 1776: {13 3 0} 
Flow 1786: {14 16 0} 
Flow 1804: {34 60 0} 
Flow 1815: {14 18 0} 
Flow 1874: {94 232 0} 
Flow 1878: {15 98 0} 
Flow 1900: {91 120 0} 
Flow 1911: {14 15 0} 
Flow 1935: {15 18 0} 
Flow 1953: {15 16 0} 
Flow 1960: {15 21 0} 
Flow 2043: {126 264 0} 
Flow 2050: {22 133 0} 
Flow 2073: {22 19 0} 
Flow 2074: {22 20 0} 
Flow 2075: {16 38 0} 
Flow 2082: {28 166 0} 
Flow 2091: {16 37 0} 
Flow 2132: {78 216 0} 
Flow 2144: {122 90 0} 
Flow 2209: {17 14 0} 
Flow 2222: {17 16 0} 
Flow 2246: {17 33 0} 
Flow 2271: {17 15 0} 
Flow 2273: {122 82 0} 
Flow 2321: {122 130 0} 
Flow 2338: {18 34 0} 
Flow 2343: {18 14 0} 
Flow 2344: {18 15 0} 
Flow 2345: {16 154 0} 
Flow 2346: {14 17 0} 
Flow 2361: {15 33 0} 
Flow 2395: {18 35 0} 
Flow 2432: {35 21 0} 
Flow 2488: {19 23 0} 
Flow 2502: {33 37 0} 
Flow 2517: {38 16 0} 
Flow 2596: {121 122 0} 
Flow 2617: {14 152 0} 
Flow 2632: {71 8 0} 
Flow 2641: {39 177 0} 
Flow 2642: {20 19 0} 
Flow 2676: {20 22 0} 
Flow 2679: {19 21 0} 
Flow 2820: {83 81 0} 
Flow 2854: {115 253 0} 
Flow 2936: {22 60 0} 
Flow 2951: {11 75 0} 
Flow 2976: {100 238 0} 
Flow 3033: {23 19 0} 
Flow 3076: {92 60 0} 
Flow 3106: {23 93 0} 
Flow 3123: {110 248 0} 
Flow 3130: {23 91 0} 
Flow 3138: {23 92 0} 
Flow 3186: {19 22 0} 
Flow 3218: {68 206 0} 
Flow 3223: {24 91 0} 
Flow 3237: {10 87 0} 
Flow 3240: {24 92 0} 
Flow 3247: {91 97 0} 
Flow 3277: {127 265 0} 
Flow 3286: {136 274 0} 
Flow 3306: {18 156 0} 
Flow 3318: {25 12 0} 
Flow 3318: {12 31 0} 
Flow 3319: {12 32 0} 
Flow 3325: {38 176 0} 
Flow 3339: {16 52 0} 
Flow 3383: {25 71 0} 
Flow 3384: {7 117 0} 
Flow 3392: {25 105 0} 
Flow 3431: {6 144 0} 
Flow 3451: {26 12 0} 
Flow 3518: {26 71 0} 
Flow 3529: {26 105 0} 
Flow 3531: {107 245 0} 
Flow 3560: {51 136 0} 
Flow 3592: {27 12 0} 
Flow 3608: {56 47 0} 
Flow 3610: {49 187 0} 
Flow 3618: {27 71 0} 
Flow 3705: {28 3 0} 
Flow 3798: {64 100 0} 
Flow 3823: {28 2 0} 
Flow 3845: {12 9 0} 
Flow 3852: {29 5 0} 
Flow 3874: {71 67 0} 
Flow 3889: {29 12 0} 
Flow 3919: {5 11 0} 
Flow 3937: {5 102 0} 
