Number of groups: 457
Flow 7: {125 47} 
Flow 21: {121 126} 
Flow 22: {2 127} 
Flow 34: {95 240} 
Flow 43: {50 49} 
Flow 50: {3 6} 
Flow 55: {7 8} 
Flow 77: {1 11} 
Flow 77: {11 14} 
Flow 80: {6 9} 
Flow 97: {63 208} 
Flow 109: {4 50} 
Flow 116: {120 121} 
Flow 126: {47 48} 
Flow 139: {3 4} 
Flow 144: {6 7} 
Flow 148: {44 140} 
Flow 149: {3 148} 
Flow 170: {10 19} 
Flow 175: {74 219} 
Flow 194: {113 258} 
Flow 195: {130 114} 
Flow 195: {114 259} 
Flow 197: {10 20} 
Flow 198: {8 10} 
Flow 228: {87 232} 
Flow 237: {19 16} 
Flow 238: {61 70} 
Flow 241: {126 128} 
Flow 243: {9 6} 
Flow 244: {14 13} 
Flow 255: {31 15} 
Flow 263: {31 176} 
Flow 268: {13 31} 
Flow 270: {12 32} 
Flow 288: {35 61} 
Flow 291: {13 12} 
Flow 312: {20 120} 
Flow 318: {59 52} 
Flow 320: {119 264} 
Flow 322: {96 121} 
Flow 325: {13 14} 
Flow 336: {16 161} 
Flow 338: {15 36} 
Flow 339: {36 69} 
Flow 380: {16 72} 
Flow 423: {17 12} 
Flow 430: {11 1} 
Flow 444: {60 59} 
Flow 463: {78 223} 
Flow 476: {18 12} 
Flow 495: {69 36} 
Flow 501: {57 60} 
Flow 571: {73 74} 
Flow 608: {23 30} 
Flow 611: {23 24} 
Flow 611: {71 53} 
Flow 613: {35 180} 
Flow 620: {46 191} 
Flow 623: {49 50} 
Flow 624: {53 198} 
Flow 627: {55 71} 
Flow 634: {97 74} 
Flow 653: {100 245} 
Flow 665: {39 34} 
Flow 665: {113 111} 
Flow 672: {26 25} 
Flow 678: {142 141} 
Flow 692: {25 28} 
Flow 710: {95 92} 
Flow 722: {7 6} 
Flow 760: {48 108} 
Flow 770: {77 100} 
Flow 773: {108 253} 
Flow 775: {110 255} 
Flow 782: {123 268} 
Flow 799: {26 24} 
Flow 813: {24 55} 
Flow 828: {77 98} 
Flow 828: {98 99} 
Flow 842: {47 192} 
Flow 852: {47 42} 
Flow 855: {28 82} 
Flow 869: {26 85} 
Flow 891: {30 26} 
Flow 894: {53 54} 
Flow 896: {30 23} 
Flow 913: {32 35} 
Flow 924: {11 156} 
Flow 938: {61 72} 
Flow 944: {70 80} 
Flow 948: {65 210} 
Flow 969: {96 89} 
Flow 994: {75 56} 
Flow 1002: {24 26} 
Flow 1010: {38 75} 
Flow 1013: {38 119} 
Flow 1015: {88 96} 
Flow 1027: {38 23} 
Flow 1034: {114 116} 
Flow 1047: {37 38} 
Flow 1048: {34 118} 
Flow 1051: {40 37} 
