data;
param: LP : BP DP :=
	0	1	10000	0.000838686540035
	1	0	10000	0.000838686540035
	0	2	10000	0.00168477607755
	2	0	10000	0.00168477607755
	1	2	10000	0.00160370804016
	2	1	10000	0.00160370804016
	3	0	10000	0.000424793580567
	0	3	10000	0.000424793580567
	3	2	10000	0.00149765821251
	2	3	10000	0.00149765821251
	4	0	10000	0.00174693347719
	0	4	10000	0.00174693347719
	4	3	10000	0.0013490265693
	3	4	10000	0.0013490265693
	5	0	10000	0.00189802659939
	0	5	10000	0.00189802659939
	5	4	10000	0.000183581508322
	4	5	10000	0.000183581508322
	6	0	10000	0.00173741750943
	0	6	10000	0.00173741750943
	6	3	10000	0.00147681900952
	3	6	10000	0.00147681900952
	7	0	10000	0.00156143985966
	0	7	10000	0.00156143985966
	7	1	10000	0.000745700421425
	1	7	10000	0.000745700421425
	8	3	10000	0.00211497786935
	3	8	10000	0.00211497786935
	8	5	10000	0.00144260975937
	5	8	10000	0.00144260975937
	9	2	10000	0.00113607837099
	2	9	10000	0.00113607837099
	9	5	10000	0.000999646571716
	5	9	10000	0.000999646571716
	10	0	10000	0.00224843232524
	0	10	10000	0.00224843232524
	10	4	10000	0.0016791664261
	4	10	10000	0.0016791664261
	11	2	10000	0.00353179484921
	2	11	10000	0.00353179484921
	11	3	10000	0.00209973232749
	3	11	10000	0.00209973232749
	12	9	10000	0.000238329153402
	9	12	10000	0.000238329153402
	12	11	10000	0.00256382580066
	11	12	10000	0.00256382580066
	13	3	10000	0.00152561730006
	3	13	10000	0.00152561730006
	13	4	10000	0.002004983827
	4	13	10000	0.002004983827
	14	9	10000	0.00206146119163
	9	14	10000	0.00206146119163
	14	10	10000	0.00214957409393
	10	14	10000	0.00214957409393
	15	0	10000	0.00100089240404
	0	15	10000	0.00100089240404
	15	5	10000	0.0014047009418
	5	15	10000	0.0014047009418
	16	17	10000	0.00246301568572
	17	16	10000	0.00246301568572
	16	11	10000	0.0012520433954
	11	16	10000	0.0012520433954
	17	0	10000	0.000796408290046
	0	17	10000	0.000796408290046
	17	11	10000	0.00271989766815
	11	17	10000	0.00271989766815
	18	0	10000	0.00134777232072
	0	18	10000	0.00134777232072
	18	5	10000	0.00324553750759
	5	18	10000	0.00324553750759
	19	16	10000	0.00193629288458
	16	19	10000	0.00193629288458
	19	0	10000	0.000681140822718
	0	19	10000	0.000681140822718
	20	16	10000	0.000880792399822
	16	20	10000	0.000880792399822
	20	3	10000	0.001260523666
	3	20	10000	0.001260523666
	21	0	10000	0.0026440925404
	0	21	10000	0.0026440925404
	21	3	10000	0.00247924529054
	3	21	10000	0.00247924529054
	22	0	10000	0.00158246195804
	0	22	10000	0.00158246195804
	22	5	10000	0.0013376294536
	5	22	10000	0.0013376294536
	23	10	10000	0.000297396289411
	10	23	10000	0.000297396289411
	23	4	10000	0.00177421610284
	4	23	10000	0.00177421610284
	24	0	10000	0.00146008514611
	0	24	10000	0.00146008514611
	24	23	10000	0.000822037565165
	23	24	10000	0.000822037565165
	25	17	10000	0.00129758148003
	17	25	10000	0.00129758148003
	25	14	10000	0.00121370586025
	14	25	10000	0.00121370586025
	26	0	10000	0.00196371537099
	0	26	10000	0.00196371537099
	26	3	10000	0.0015576050357
	3	26	10000	0.0015576050357
	27	5	10000	0.00155903304886
	5	27	10000	0.00155903304886
	27	4	10000	0.00152118759562
	4	27	10000	0.00152118759562
	28	24	10000	0.00172902394521
	24	28	10000	0.00172902394521
	28	2	10000	0.00216391592452
	2	28	10000	0.00216391592452
	29	10	10000	0.00247885481615
	10	29	10000	0.00247885481615
	29	21	10000	0.0033657675073
	21	29	10000	0.0033657675073
;
param: RP : CP MP :=
	0	10000	256
	1	10000	256
	2	10000	256
	3	10000	256
	4	10000	256
	5	10000	256
	6	10000	256
	7	10000	256
	8	10000	256
	9	10000	256
	10	10000	256
	11	10000	256
	12	10000	256
	13	10000	256
	14	10000	256
	15	10000	256
	16	10000	256
	17	10000	256
	18	10000	256
	19	10000	256
	20	10000	256
	21	10000	256
	22	10000	256
	23	10000	256
	24	10000	256
	25	10000	256
	26	10000	256
	27	10000	256
	28	10000	256
	29	10000	256
;
set SP :=
	0	0
	1	1
	2	2
	3	3
	4	4
	5	5
	6	6
	7	7
	8	8
	9	9
	10	10
	11	11
	12	12
	13	13
	14	14
	15	15
	16	16
	17	17
	18	18
	19	19
	20	20
	21	21
	22	22
	23	23
	24	24
	25	25
	26	26
	27	27
	28	28
	29	29
;
param: GLV : BV :=
	0	1	0	1000
	0	0	1	1000
	0	2	1	1000
	0	1	2	1000
;
param : GRV : CV MV NFI :=
	0	0	0	0	0
	0	1	50	0	2
	0	2	0	0	0
;
set SV :=
	0	0	21
	0	2	19
;
param : GNF : NFCPU NFMEM :=
	1	0	1000	1
	1	1	1000	1
	1	2	1000	1
	1	3	1000	1
	1	4	1000	1
	1	5	1000	1
	1	6	1000	1
	1	7	1000	1
	1	8	1000	1
	1	9	1000	1
	1	10	1000	1
	1	11	1000	1
	1	12	1000	1
	1	13	1000	1
	1	14	1000	1
	1	15	1000	1
	1	16	1000	1
	1	17	1000	1
	1	18	1000	1
	1	19	1000	1
	1	20	1000	1
	1	21	1000	1
	1	22	1000	1
	1	23	1000	1
	1	24	1000	1
	1	25	1000	1
	1	26	1000	1
	1	27	1000	1
	1	28	1000	1
	1	29	1000	1
	2	0	1000	1
	2	1	1000	1
	2	2	1000	1
	2	3	1000	1
	2	4	1000	1
	2	5	1000	1
	2	6	1000	1
	2	7	1000	1
	2	8	1000	1
	2	9	1000	1
	2	10	1000	1
	2	11	1000	1
	2	12	1000	1
	2	13	1000	1
	2	14	1000	1
	2	15	1000	1
	2	16	1000	1
	2	17	1000	1
	2	18	1000	1
	2	19	1000	1
	2	20	1000	1
	2	21	1000	1
	2	22	1000	1
	2	23	1000	1
	2	24	1000	1
	2	25	1000	1
	2	26	1000	1
	2	27	1000	1
	2	28	1000	1
	2	29	1000	1
;
param : N : DR :=
	0	4
;
end;
