Number of groups: 664
Flow 12: {52 189 0} 
Flow 41: {10 9 0} 
Flow 59: {33 13 0} 
Flow 78: {1 10 0} 
Flow 83: {153 147 0} 
Flow 94: {184 167 0} 
Flow 112: {177 1 0} 
Flow 145: {38 39 0} 
Flow 295: {3 78 0} 
Flow 365: {76 184 0} 
Flow 400: {175 140 0} 
Flow 521: {20 90 0} 
Flow 577: {163 162 0} 
Flow 645: {48 245 0} 
Flow 650: {172 26 0} 
Flow 682: {97 294 0} 
Flow 737: {78 163 0} 
Flow 760: {132 143 0} 
Flow 774: {14 211 0} 
Flow 809: {72 269 0} 
Flow 814: {78 275 0} 
Flow 870: {159 158 0} 
Flow 1093: {6 203 0} 
Flow 1132: {49 246 0} 
Flow 1148: {68 265 0} 
Flow 1149: {4 78 0} 
Flow 1151: {7 5 0} 
Flow 1158: {79 276 0} 
Flow 1163: {84 281 0} 
Flow 1167: {89 88 0} 
Flow 1183: {161 38 0} 
Flow 1191: {112 309 0} 
Flow 1192: {113 310 0} 
Flow 1220: {195 99 0} 
Flow 1408: {169 366 0} 
Flow 1414: {1 177 0} 
Flow 1426: {8 175 0} 
Flow 1445: {12 17 0} 
Flow 1464: {33 38 0} 
Flow 1474: {11 14 0} 
Flow 1525: {153 78 0} 
Flow 1600: {12 11 0} 
Flow 1736: {197 182 0} 
Flow 1746: {9 2 0} 
Flow 1763: {22 219 0} 
Flow 1767: {154 155 0} 
Flow 1819: {13 31 0} 
Flow 1822: {173 91 0} 
Flow 1876: {19 20 0} 
Flow 1882: {197 159 0} 
Flow 2022: {64 150 0} 
Flow 2078: {13 33 0} 
Flow 2083: {65 68 0} 
Flow 2096: {83 280 0} 
Flow 2121: {68 70 0} 
Flow 2166: {17 12 0} 
Flow 2317: {192 191 0} 
Flow 2319: {38 161 0} 
Flow 2346: {17 14 0} 
Flow 2370: {18 17 0} 
Flow 2400: {139 336 0} 
Flow 2439: {21 22 0} 
Flow 2447: {24 23 0} 
Flow 2458: {184 159 0} 
Flow 2464: {44 241 0} 
Flow 2472: {51 58 0} 
Flow 2484: {80 72 0} 
Flow 2484: {72 73 0} 
Flow 2500: {22 27 0} 
Flow 2509: {103 300 0} 
Flow 2510: {80 71 0} 
Flow 2513: {106 107 0} 
Flow 2605: {30 79 0} 
Flow 2632: {56 253 0} 
Flow 2678: {79 95 0} 
Flow 2742: {10 1 0} 
Flow 2743: {23 189 0} 
Flow 2791: {29 27 0} 
Flow 2791: {102 299 0} 
Flow 2800: {119 316 0} 
Flow 2868: {34 231 0} 
Flow 2870: {24 21 0} 
Flow 2887: {27 30 0} 
Flow 2943: {97 98 0} 
Flow 3001: {79 80 0} 
Flow 3017: {25 28 0} 
Flow 3021: {184 155 0} 
Flow 3031: {108 106 0} 
Flow 3083: {26 172 0} 
Flow 3088: {81 278 0} 
Flow 3124: {122 125 0} 
Flow 3138: {155 147 0} 
